Ad name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Amount spent (THB),Cost per result,Starts,Ends,Rest ID ,Rest 2,Rest 3,Rest 4,Rest 5
Feast At Royal Orchid Sheraton Riverside - Copy,inactive,ad,14486,22246,1.53568963,Website purchases,36,932.74,25.90944444,07/03/2025,27/05/2026,~,,,,
kol-ls_hh-plk_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok - Copy,inactive,ad,8511,11219,1.31817648,Website purchases,35,357.79,10.22257143,07/03/2025,27/05/2026,837,,,,
Place Bangkok_5-9 Mar' 2025,inactive,ad,5375,8005,1.48930233,Website purchases,35,718.59,20.53114286,07/03/2025,31/03/2025,,,,,
kol-ls_hh-nbt_brn_837_copper-beyond-buffet - Copy,inactive,ad,8988,11460,1.27503338,Website purchases,34,363.43,10.68911765,07/03/2025,27/05/2026,837,,,,
album_hh_res_grp_deja-brew-lifestyle-cafe-at-centara-life-hotel-bangkok-phra-nakhon - Copy,inactive,ad,25013,31876,1.27437732,Website purchases,34,1071.62,31.51823529,07/03/2025,27/05/2026,~,,,,
album_hh_res_1826_57th-street-marriott-sukhumvit-57-bangkok,inactive,ad,15143,21671,1.43109027,Website purchases,34,1092.55,32.13382353,07/03/2025,27/05/2025,,,,,
Feast At Royal Orchid Sheraton Riverside - Copy,inactive,ad,16963,30538,1.80027118,Website purchases,33,1411.6,42.77575758,07/03/2025,27/05/2025,~,,,,
kol-fd_hh-hmrp_res_4263_feast-at-royal-orchid-sheraton-towers - Copy,inactive,ad,16508,21867,1.32463048,Website purchases,26,372.02,14.30846154,07/03/2025,27/05/2025,4263,,,,
kol-ls_hh-nbt_res_3596_deja-brew-lifestyle-cafe-at-centra-by-centara-hotel-bangkok-phra-nakhon - Copy,inactive,ad,5544,9763,1.76100289,Website purchases,24,510.4,21.26666667,07/03/2025,27/05/2026,3596,,,,
album_hh_res_grp_march-more-deal-sheraton-hotel - Copy,inactive,ad,10312,11420,1.10744763,Website purchases,19,328.86,17.30842105,07/03/2025,27/05/2025,~,,,,
Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon,inactive,ad,643,819,1.27371695,Website purchases,19,56.08,2.95157895,07/03/2025,31/03/2025,~,,,,
album_hh_res_grp_march-more-deal-1week - Copy,inactive,ad,1026,1920,1.87134503,Website purchases,17,132.84,7.81411765,07/03/2025,27/05/2025,,,,,
Sushi Koge - Copy,inactive,ad,8953,10510,1.17390819,Website purchases,16,376.02,23.50125,07/03/2025,27/05/2026,~,,,,
album_hh_res_grp_march-more-deal-sheraton-hotel,inactive,ad,5038,5389,1.0696705,Website purchases,16,228.67,14.291875,07/03/2025,31/03/2025,~,,,,
kol-fd_hh-khs_brn_837_copper-beyond-buffet - Copy,inactive,ad,2681,3093,1.153674,Website purchases,15,99.01,6.60066667,07/03/2025,27/05/2026,837,,,,
Savio at Chatrium - Copy,inactive,ad,2110,3447,1.63364929,Website purchases,13,254.65,19.58846154,07/03/2025,27/05/2025,~,,,,
album_hh_res_grp_3days-deal-march-more-deal - Copy,inactive,ad,2276,2855,1.25439367,Website purchases,13,205.2,15.78461538,07/03/2025,27/05/2025,,,,,
kol-pfd_hh-fdn_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel - Copy,inactive,ad,11524,12760,1.10725443,Website purchases,12,358.14,29.845,07/03/2025,27/05/2025,2536,,,,
kol-tv_hh-ejls_res_4263_feast-at-royal-orchid-sheraton-towers - Copy,inactive,ad,6405,9720,1.5175644,Website purchases,12,393.55,32.79583333,07/03/2025,27/05/2026,4263,,,,
57th Street Marriott,archived,ad,2963,3282,1.10766115,Website purchases,10,247.24,24.724,07/03/2025,31/03/2025,57,,,,
album_hh_res_grp_famous-recommended-restaurants - Copy,inactive,ad,5894,7609,1.29097387,Website purchases,10,116.9,11.69,07/03/2025,27/05/2025,~,,,,
kol-tv_hh-ejls_res_4263_feast-at-royal-orchid-sheraton-towers - Copy,inactive,ad,4259,6360,1.49330829,Website purchases,9,297.55,33.06111111,07/03/2025,27/05/2025,4263,,,,
Lyon French cuisine - Copy,archived,ad,6403,7766,1.21286897,Website purchases,9,301.23,33.47,07/03/2025,27/05/2026,~,,,,
album_hh_res_grp_luxury-dinner-2025 - Copy,inactive,ad,4003,5979,1.49362978,Website purchases,8,156.59,19.57375,07/03/2025,27/05/2026,2025,,,,
Atelier at Hilton - Copy,inactive,ad,1580,2330,1.47468354,Website purchases,8,149.78,18.7225,07/03/2025,27/05/2025,~,,,,
album_hh_res_grp_march-more-deal-1week - Copy,archived,ad,1003,1871,1.86540379,Website purchases,8,142.29,17.78625,07/03/2025,27/05/2026,,,,,
3 weeks deal_Kanpai Omakase - Copy,inactive,ad,2888,4963,1.7184903,Website purchases,8,242.34,30.2925,07/03/2025,27/05/2025,,,,,
SRC=KOL|COUNTRY=TH|RID=1826|RNAME=57TH_STREET_MARRIOTT_SUKHUMVIT_57|TYPE=IMG|KOLID=HH-UCD|PLAT=FB|DATE=2025-11-28 - Copy,active,ad,2596,3708,1.42835131,Website purchases,7,155.04,22.14857143,07/03/2025,27/05/2026,1826,,,,
Guilty Anantara - Copy,inactive,ad,727,1151,1.58321871,Website purchases,7,64.34,9.19142857,07/03/2025,27/05/2026,~,,,,
3 weeks deal_Kanpai Omakase - Copy,inactive,ad,2006,3032,1.5114656,Website purchases,7,145.84,20.83428571,07/03/2025,27/05/2026,,,,,
Sushi Koge - Copy,inactive,ad,6149,7964,1.29516995,Website purchases,6,300.5,50.08333333,07/03/2025,27/05/2025,~,,,,
Guilty Anantara - Copy,inactive,ad,840,1416,1.68571429,Website purchases,6,87.95,14.65833333,07/03/2025,27/05/2025,~,,,,
Lyon French cuisine,inactive,ad,863,984,1.14020857,Website purchases,6,76.67,12.77833333,07/03/2025,31/03/2025,~,,,,
kol-fd_hh-hmrp_res_5196_stock-room-at-kimpton-maa-lai-bangkok - Copy,inactive,ad,2116,3215,1.51937618,Website purchases,5,165.23,33.046,07/03/2025,27/05/2025,5196,,,,
Manee Me More - Copy,inactive,ad,2715,4200,1.54696133,Website purchases,5,176.91,35.382,07/03/2025,27/05/2026,~,,,,
album_hh_res_grp_famous-recommended-restaurants - Copy,inactive,ad,5247,6621,1.26186392,Website purchases,4,94.05,23.5125,07/03/2025,27/05/2026,~,,,,
kol-tv_hh-mcr_res_4263_feast-at-royal-orchid-sheraton-towers - Copy,inactive,ad,2204,2913,1.32168784,Website purchases,3,166.44,55.48,07/03/2025,27/05/2025,4263,,,,
SRC=KOL|COUNTRY=TH|RID=6571|RNAME=HO_KITCHEN_RAMA_3|TYPE=IMG|KOLID=HH-UCD|PLAT=FB|DATE=2025-11-28 - Copy,active,ad,4402,6541,1.48591549,Website purchases,3,194.99,64.99666667,07/03/2025,27/05/2026,6571,,,,
AVA Brasserie at InterContinental Bangkok Sukhumvit,inactive,ad,2427,2910,1.19901112,Website purchases,3,149.67,49.89,07/03/2025,31/03/2025,~,,,,
Atelier at Hilton - Copy,archived,ad,1791,2258,1.26074819,Website purchases,3,102.93,34.31,07/03/2025,27/05/2026,~,,,,
kol-ls_hh-nbt_res_3596_deja-brew-lifestyle-cafe-at-centra-by-centara-hotel-bangkok-phra-nakhon - Copy,inactive,ad,2425,3718,1.53319588,Website purchases,2,196.92,98.46,07/03/2025,27/05/2025,3596,,,,
Lyon French cuisine - Copy,inactive,ad,6692,8917,1.33248655,Website purchases,2,333.74,166.87,07/03/2025,27/05/2025,~,,,,
Savio at Chatrium - Copy,inactive,ad,1387,1997,1.43979813,Website purchases,2,144.63,72.315,07/03/2025,27/05/2026,~,,,,
The Map Mestyle - Copy,inactive,ad,1008,1468,1.45634921,Website purchases,2,71.73,35.865,07/03/2025,27/05/2026,~,,,,
Feast At Royal Orchid Sheraton Riverside,inactive,ad,352,422,1.19886364,Website purchases,2,36.43,18.215,07/03/2025,31/03/2025,~,,,,
album_hh_res_1003_greenhouse-restaurant-avani-sukhumvit-bangkok - Copy,inactive,ad,940,1088,1.15744681,Website purchases,1,33.97,33.97,07/03/2025,27/05/2026,1003,,,,
album_hh_res_grp_luxury-dinner-2025 - Copy,inactive,ad,669,1056,1.57847534,Website purchases,1,37.57,37.57,07/03/2025,27/05/2025,2025,,,,
Manee Me More - Copy,inactive,ad,1668,2492,1.4940048,Website purchases,1,115.56,115.56,07/03/2025,27/05/2025,~,,,,
The Map Mestyle - Copy,inactive,ad,1010,1490,1.47524752,Website purchases,1,72.52,72.52,07/03/2025,27/05/2025,~,,,,
album_hh_res_grp_sheraton-grande-sukhumvit-promotion,archived,ad,556,903,1.62410072,Website purchases,1,62.37,62.37,07/03/2025,27/05/2026,~,,,,
Sushi Koge,inactive,ad,435,584,1.34252874,Website purchases,1,40.27,40.27,07/03/2025,31/03/2025,~,,,,
album_hh_brn_837_copper-beyond-buffet - Copy,inactive,ad,27,35,1.2962963,,,1.85,,07/03/2025,27/05/2026,837,,,,
album_hh_res_1003_greenhouse-restaurant-avani-sukhumvit-bangkok - Copy,inactive,ad,565,677,1.19823009,,,24.34,,07/03/2025,27/05/2025,1003,,,,
album_hh_res_grp_luxury-dinner-2025 - Copy,inactive,ad,26,29,1.11538462,,,1.4,,07/03/2025,31/03/2025,2025,,,,
kol-tv_hh-cjn_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,27,30,1.11111111,,,1.78,,07/03/2025,27/05/2025,4763,,,,
kol-ls_hh-tjk_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,16,16,1,,,0.32,,07/03/2025,27/05/2025,4763,,,,
kol-ls_hh-tjk_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,8,8,1,,,0.19,,07/03/2025,27/05/2026,4763,,,,
kol-tv_hh-cjn_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,6,6,1,,,0,,07/03/2025,27/05/2026,4763,,,,
album_hh_res_5196_stock-room-at-kimpton-maa-lai-bangkok,inactive,ad,860,960,1.11627907,,,45.34,,07/03/2025,31/03/2025,5196,,,,
album_hh_res_5196_stock-room-at-kimpton-maa-lai-bangkok - Copy,inactive,ad,201,248,1.23383085,,,8.05,,07/03/2025,27/05/2026,5196,,,,
album_hh_res_5196_stock-room-at-kimpton-maa-lai-bangkok - Copy,inactive,ad,183,200,1.09289617,,,5.89,,07/03/2025,27/05/2025,5196,,,,
SRC=KOL|COUNTRY=TH|RID=5280|RNAME=ROS_CHAROEN_BY_KUANG_SEAFOOD_PATTAYA|TYPE=IMG|KOLID=HH-KJT|PLAT=FB|DATE=2025-11-28 - Copy,inactive,ad,2469,3296,1.33495342,,,80.62,,07/03/2025,27/05/2026,5280,,,,
Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon - Copy,inactive,ad,387,504,1.30232558,,,30.4,,07/03/2025,27/05/2025,~,,,,
Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon - Copy,inactive,ad,283,375,1.32508834,,,26.23,,07/03/2025,27/05/2026,~,,,,
Chon Som at Courtyard by Marriott Suvarnabhumi Airport - Copy,inactive,ad,192,249,1.296875,,,16.05,,07/03/2025,27/05/2026,~,,,,
Chon Som at Courtyard by Marriott Suvarnabhumi Airport - Copy,inactive,ad,215,275,1.27906977,,,15.34,,07/03/2025,27/05/2025,~,,,,
Guilty Anantara,inactive,ad,111,148,1.33333333,,,12.72,,07/03/2025,31/03/2025,~,,,,
The Map Mestyle,inactive,ad,137,169,1.23357664,,,10.03,,07/03/2025,31/03/2025,~,,,,
Chon Som at Courtyard by Marriott Suvarnabhumi Airport,inactive,ad,101,117,1.15841584,,,9.65,,07/03/2025,31/03/2025,~,,,,
album_hh_res_grp_famous-recommended-restaurants - Copy,inactive,ad,131,138,1.05343511,,,1.97,,07/03/2025,31/03/2025,~,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=BIG_GROUP_DINING|TYPE=IMG|PLAT=FB|DATE=2025-11-28 - Copy,inactive,ad,32,36,1.125,,,2,,07/03/2025,27/05/2026,,,,,
album_hh_res_grp_march-more-deal-1week,inactive,ad,127,172,1.35433071,,,18.58,,07/03/2025,31/03/2025,,,,,
album_hh_res_grp_3days-deal-march-more-deal - Copy,inactive,ad,1392,1981,1.42313218,,,154.39,,07/03/2025,27/05/2026,,,,,
3 weeks deal_Kanpai Omakase,inactive,ad,573,804,1.40314136,,,33,,07/03/2025,31/03/2025,,,,,
kol-fd_hh-kkn_res_5541_kumpoy-bangkok,inactive,ad,69896,138825,1.98616516,Website purchases,106,2651.09,25.01028302,12/03/2025,31/03/2025,5541,,,,
album_hh_res_5541_kumpoy-bangkok,inactive,ad,8009,11455,1.43026595,Website purchases,9,348.89,38.76555556,12/03/2025,31/03/2025,5541,,,,
album_hh_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,22749,39280,1.7266693,Website purchases,53,1049.6,19.80377358,13/03/2025,25/04/2025,5435,,,,
kol-fd_hh-ucd_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,18620,39531,2.12303974,Website purchases,50,1403.5,28.07,13/03/2025,25/04/2025,5435,,,,
album_hh_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,7823,12089,1.5453151,Website purchases,22,348.1,15.82272727,13/03/2025,25/04/2025,5435,,,,
kol-fd_hh-pyb_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,16820,27914,1.65957194,Website purchases,19,398.09,20.95210526,13/03/2025,25/04/2025,5435,,,,
kol-fd_hh-fad_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,3072,4729,1.53938802,Website purchases,8,139.21,17.40125,13/03/2025,25/04/2025,5435,,,,
kol-fm_hh-iuapp_res_5435_lanrotchat-banthatthong-bangkok,inactive,ad,174,256,1.47126437,,,9.44,,13/03/2025,25/04/2025,5435,,,,
album_hh_res_4302_zaap-classic-emquartier-bangkok,inactive,ad,24087,36679,1.52277162,Website purchases,23,968.15,42.09347826,14/03/2025,25/03/2025,4302,,,,
kol-fd_hh-fdr_brn_4302_zaap-classic-emquartier-bangkok,inactive,ad,682,959,1.40615836,,,31.85,,14/03/2025,25/03/2025,4302,,,,
album_hh_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport-bangkok,inactive,ad,78613,156325,1.98853879,Website purchases,169,4683.26,27.71159763,17/03/2025,15/04/2025,4763,,,,
kol-tv_hh-cjn_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport,inactive,ad,3279,4788,1.46020128,Website purchases,6,148.73,24.78833333,17/03/2025,15/04/2025,4763,,,,
kol-ls_hh-tjk_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport,inactive,ad,3739,4398,1.17625033,Website purchases,5,167.03,33.406,17/03/2025,15/04/2025,4763,,,,
kol-fd_hh-tmd_res_2001_the-dining-room-at-grand-hyatt-erawan-bangkok-thailand - Copy,inactive,ad,130088,310004,2.38303302,Website purchases,342,8713.69,25.47862573,19/03/2025,20/09/2025,2001,,,,
kol-ls_hh-tjk_res_4850_je-khai-seafood-bangkok,inactive,ad,94811,206009,2.17283859,Website purchases,181,3663.94,20.24276243,19/03/2025,20/09/2025,4850,,,,
kol-ls_hh-tjk_res_2001_the-dining-room-at-grand-hyatt-erawan-bangkok-thailand,inactive,ad,27935,54944,1.96685162,Website purchases,76,1837.01,24.17118421,19/03/2025,20/09/2025,2001,,,,
kol-ls_hh-mlt_res_1893_sirimahannop-asiatique-the-riverfront-bangkok,inactive,ad,26619,48597,1.82565085,Website purchases,72,1755.57,24.38291667,19/03/2025,20/09/2025,1893,,,,
kol-fd_hh-kmg_res_2506_saffron-contemporary-thai-signature-rooftop-banyan-tree-bangkok,inactive,ad,18873,31873,1.68881471,Website purchases,67,1435.3,21.42238806,19/03/2025,20/09/2025,2506,,,,
kol-ls_hh-aj_res_4880_praya-dining-at-praya-palazzo-bangkok-michelin-guide,inactive,ad,22090,43546,1.97129923,Website purchases,52,1742.02,33.50038462,19/03/2025,20/09/2025,4880,,,,
kol-fd_hh-mon_brn_4302_zaap-classic-emquartier-bangkok,inactive,ad,26610,56770,2.13340849,Website purchases,51,1724.15,33.80686275,19/03/2025,20/09/2025,4302,,,,
kol-pfd_hh-fdn_res_4989_kwann-at-nysa-hotel-bangkok,inactive,ad,15062,28259,1.87617846,Website purchases,45,796.27,17.69488889,19/03/2025,20/09/2025,4989,,,,
kol-tv_hh-mcr_brn_4922_gotoku-by-shabu-king-bangkok,inactive,ad,18872,40819,2.16293981,Website purchases,43,1514.92,35.23069767,19/03/2025,08/04/2025,4922,,,,
album_hh_brn_4923_shabu-king-bangkok,inactive,ad,35086,59007,1.68178191,Website purchases,40,1569.85,39.24625,19/03/2025,08/04/2025,4923,,,,
kol-tv_hh-mcr_res_1893_sirimahannop-asiatique-the-riverfront-bangkok,inactive,ad,23137,41804,1.80680296,Website purchases,38,793.15,20.87236842,19/03/2025,20/09/2025,1893,,,,
kol-fd_hh-jc_brn_4503_copper-beyond-buffet-gaysorn-amarin-hungry-hub-bangkok,inactive,ad,10952,17421,1.59066837,Website purchases,30,550.67,18.35566667,19/03/2025,20/09/2025,4503,,,,
kol-tv_hh-ejls_brn_4800_charoen-rung-rueang-international-buffet-ms-siam-tower-rama-3-bangkok,inactive,ad,11917,19669,1.65049929,Website purchases,29,926.72,31.95586207,19/03/2025,20/09/2025,,,,,
kol-ls_hh-mlt_res_2482_saffron-sky-garden-rooftop-banyan-tree-bangkok,inactive,ad,6710,11278,1.68077496,Website purchases,26,591.89,22.765,19/03/2025,20/09/2025,2482,,,,
kol-ls_hh-jc_res_5349_samosorn-one-bangkok,inactive,ad,8466,13994,1.6529648,Website purchases,24,515.69,21.48708333,19/03/2025,20/09/2025,5349,,,,
kol-fd_hh-ucd_res_5560_basil-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,6509,10947,1.68182517,Website purchases,22,456.87,20.76681818,19/03/2025,20/09/2025,5560,,,,
kol-ls_hh-mlt_res_4749_saneh-jaan-one-michelin-star-bangkok,inactive,ad,6342,9831,1.55014191,Website purchases,19,456.33,24.01736842,19/03/2025,20/09/2025,4749,,,,
kol-ls_hh-aj_res_1893_sirimahannop-asiatique-the-riverfront-bangkok,inactive,ad,10160,16545,1.62844488,Website purchases,18,503.54,27.97444444,19/03/2025,20/09/2025,1893,,,,
kol-fd_hh-cnlv_brn_4740_ma-nee-me-more,inactive,ad,5579,9358,1.67736153,Website purchases,18,362.69,20.14944444,19/03/2025,20/09/2025,4740,,,,
album_hh_res_grp_thai-cuisine-tat,inactive,ad,7845,11316,1.44244742,Website purchases,15,570.39,38.026,19/03/2025,20/09/2025,~,,,,
kol-ls_hh-nbt_res_1353_kuang-seafood-ratchada-bangkok-thailand,inactive,ad,3451,6060,1.75601275,Website purchases,14,289.87,20.705,19/03/2025,20/09/2025,1353,,,,
album_hh_res_grp_250322-weekly,inactive,ad,3192,6202,1.94298246,Website purchases,14,598.85,42.775,19/03/2025,20/09/2025,,,,,
kol-ls_hh-sou_res_1893_sirimahannop-asiatique-the-riverfront-bangkok,inactive,ad,4704,6514,1.38477891,Website purchases,12,246.89,20.57416667,19/03/2025,20/09/2025,1893,,,,
album_hh_res_grp_tat-campaign-2025,inactive,ad,3063,4592,1.49918381,Website purchases,10,306.34,30.634,19/03/2025,20/09/2025,2025,,,,
kol-ls_hh-yrv_res_4822_tsai-eatery-bangkok,inactive,ad,3943,5910,1.49885874,Website purchases,10,188.39,18.839,19/03/2025,20/09/2025,4822,,,,
kol-fm_hh-iuapp_brn_4503_copper-beyond-buffet,inactive,ad,1373,2204,1.60524399,Website purchases,7,85.89,12.27,19/03/2025,20/09/2025,4503,,,,
album_hh_res_grp_the-luxe-of-taste,inactive,ad,3340,4262,1.2760479,Website purchases,7,267.25,38.17857143,19/03/2025,20/09/2025,~,,,,
kol-bt_hh-obb_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok,inactive,ad,5928,7989,1.34767206,Website purchases,6,226.95,37.825,19/03/2025,20/09/2025,837,,,,
kol-fd_hh-cnlv_res_4850_je-khai-seafood-bangkok,inactive,ad,3279,4826,1.47179018,Website purchases,5,223.53,44.706,19/03/2025,20/09/2025,4850,,,,
kol-fd_hh-aj_brn_837_copper-beyond-buffet,inactive,ad,3416,4693,1.37382904,Website purchases,4,138.76,34.69,19/03/2025,20/09/2025,837,,,,
kol-ls_hh-sou_res_4263_feast-at-royal-orchid-sheraton-riverside-hotel-bangkok,inactive,ad,2634,3767,1.43014427,Website purchases,4,132.91,33.2275,19/03/2025,20/09/2025,4263,,,,
kol-fd_hh-mon_brn_4302_zaap-classic-emquartier-bangkok - Copy,archived,ad,1211,1786,1.4748142,Website purchases,4,49.6,12.4,19/03/2025,20/09/2025,4302,,,,
kol-ls_hh-sou_brn_4503_copper-beyond-buffet-gaysorn-amarin-hungry-hub-bangkok,inactive,ad,1017,1402,1.37856441,Website purchases,4,38.94,9.735,19/03/2025,20/09/2025,4503,,,,
album_hh_res_grp_the-luxe-of-taste,inactive,ad,1219,1836,1.50615258,Website purchases,4,82.25,20.5625,19/03/2025,20/09/2025,~,,,,
kol-fd_hh-ucd_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,inactive,ad,2822,3667,1.29943303,Website purchases,3,68.27,22.75666667,19/03/2025,20/09/2025,1433,,,,
kol-fd_hh-evg_res_3862_siam-yacht-club-royal-orchid-sheraton-riverside-bangkok,inactive,ad,1131,1882,1.66401415,Website purchases,3,135.34,45.11333333,19/03/2025,20/09/2025,3862,,,,
kol-tv_hh-ejls_res_2001_the-dining-room-at-grand-hyatt-erawan-bangkok-thailand,inactive,ad,444,685,1.54279279,Website purchases,2,40.65,20.325,19/03/2025,20/09/2025,2001,,,,
kol-fd_hh-evg_res_2506_saffron-sky-garden-rooftop-banyan-tree-bangkok,inactive,ad,585,1244,2.12649573,Website purchases,2,120.45,60.225,19/03/2025,20/09/2025,2506,,,,
kol-ls_hh-sou_brn_4503_copper-beyond-buffet-gaysorn-amarin-hungry-hub-bangkok,inactive,ad,1035,1627,1.57198068,Website purchases,2,48.96,24.48,19/03/2025,20/09/2025,4503,,,,
kol-fm_hh-iuapp_res_4822_tsai-eatery-bangkok,inactive,ad,1469,2099,1.42886317,Website purchases,2,68.85,34.425,19/03/2025,20/09/2025,4822,,,,
kol-fd_hh-mon_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok,inactive,ad,1509,2069,1.37110669,Website purchases,1,53.4,53.4,19/03/2025,20/09/2025,837,,,,
kol-fd_hh-ucd_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,archived,ad,559,654,1.16994633,Website purchases,1,29.62,29.62,19/03/2025,20/09/2025,1433,,,,
kol-ls_hh-nbt_brn_4294_camin-cuisine-cafe,inactive,ad,661,987,1.49319213,Website purchases,1,49.61,49.61,19/03/2025,20/09/2025,4294,,,,
kol-ls_hh-nbt_res_3117_bangkok-78-at-sindhorn-midtown-hotel-bangkok,inactive,ad,1878,3490,1.85835996,Website purchases,1,213.69,213.69,19/03/2025,20/09/2025,,,,,
kol-fd_hh-obb_res_5427_501-home-cook-bangkok,inactive,ad,3124,4784,1.53137004,Website purchases,1,159.74,159.74,19/03/2025,20/09/2025,,,,,
kol-tv_hh-mcr_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok,inactive,ad,428,606,1.41588785,,,20.58,,19/03/2025,20/09/2025,837,,,,
kol-tv_hh-mcr_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok,inactive,ad,349,483,1.38395415,,,18.43,,19/03/2025,20/09/2025,837,,,,
kol-fd_hh-mon_brn_837_copper-beyond-buffet-the-sense-pinklao-hungry-hub-bangkok,archived,ad,78,93,1.19230769,,,2.84,,19/03/2025,20/09/2025,837,,,,
kol-fd_hh-cnlv_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,archived,ad,809,1041,1.28677379,,,33.77,,19/03/2025,20/09/2025,1433,,,,
kol-tv_hh-ejls_res_3005_great-harbour-international-buffet-bangkok-thailand,inactive,ad,395,522,1.32151899,,,18.14,,19/03/2025,20/09/2025,3005,,,,
kol-tv_hh-ejls_res_3005_great-harbour-international-buffet-bangkok-thailand,inactive,ad,352,447,1.26988636,,,14.1,,19/03/2025,20/09/2025,3005,,,,
kol-fd_hh-evg_res_3862_siam-yacht-club-royal-orchid-sheraton-riverside-bangkok,inactive,ad,252,310,1.23015873,,,27.49,,19/03/2025,20/09/2025,3862,,,,
