rank,name,restaurant_id,segment,has_marketing,priority_score,priority_tier,recommended_channel,growth_component,booking_demand,ga4_demand,internal_mkt_campaign_responsiveness,campaign_responsiveness,score_growth_norm,delta_growth_norm,booking_volume_norm,revenue_per_booking_norm,booking_consistency_norm,listing_pull_raw,months_cnt,listing_pull_norm,view_to_cart_rate,cart_to_purchase_rate,funnel_depth_raw,funnel_depth_norm,n_campaigns,avg_lift_per_day,avg_roi,n_positive_lift,n_negative_lift,channels_used,best_channel,lift_norm,roi_norm,avg_gmv_per_view,n_months_gmv,ga_campaign_responsiveness,risk_thin_ga_demand_data,risk_inverse_attribution_rs,risk_thin_gmv_data,risk_low_gmv_per_view,is_seasonal,booking_growth_rolling,booking_growth_mom_rolling,booking_growth_yoy_rolling,score_growth_mom,score_growth_yoy
179,The Brasserie l Holiday Inn Bangkok Silom,5183,Rising Stars,True,54.58741445384001,🔴 Activate — proven marketing response,CRM,0.5017937971365573,0.28308361200468246,0.04673650432992514,0.135,0.45009871244635197,0.5963372298273728,0.359978648100334,0.12162162162162163,0.10587137604770043,0.6755785018057456,787.5,17.0,0.04513878937656663,0.06476190476190476,0.5852187028657617,0.377035983624219,0.04833421928328366,1.0,4.5,,1.0,0.0,CRM,CRM,0.225,0.0,70.6116574479159,13.0,0.9227467811158798,False,False,False,False,False,0.467636684303351,0.467636684303351,,0.48665631060054443,
180,Sushi Koge Omakase,4655,Rising Stars,True,54.46945140402423,🔴 Activate — proven marketing response,CRM,0.5838546347812863,0.29273587243558874,0.06316926444136806,0.012,0.29346609442060084,0.6485051054986818,0.48687892870519306,0.04954954954954955,0.19399208728077216,0.7157280881051243,1931.2380952380952,22.0,0.11069682491041791,0.05570075944373212,0.16622399291722,0.12201469952782486,0.01564170397231822,5.0,0.4,,2.0,2.0,CRM,CRM,0.02,0.0,32.51494774676916,13.0,0.7156652360515021,False,False,False,False,False,0.9473684210526316,0.34216701173222913,0.9473684210526316,0.3887048377603382,0.5547975692030532
181,Brewave Kanchanapisek,4946,Emerging Opportunities,False,54.39168614159237,"🟠 Activate — untapped, no prior spend",CRM,0.5552741710789811,0.21449362770467983,0.027507614060305836,0.0,0.438483547925608,0.576148797495356,0.5239622314544188,0.0015015015015015015,0.025250227479526842,0.6877265295340707,179.0,19.0,0.01026011847416562,0.04586886209938253,0.5512820512820513,0.3491167756089838,0.04475510964644605,,,,,,,,0.0,0.0,17.33391240456966,12.0,0.438483547925608,False,False,False,False,True,1.25,0.4666666666666666,1.25,0.39514514948488666,0.46032900191937726
182,Mama Yaya,5331,Emerging Opportunities,False,54.38825349392309,"🟠 Activate — untapped, no prior spend",CRM,0.5012481415629175,0.22178279924040867,0.031627075773166834,0.0,0.7997138769670958,0.5787055147837974,0.3850620817315979,0.003003003003003003,0.05086694975230007,0.6844050437117248,91.5625,16.0,0.005248279875926199,0.025938566552901023,0.7368421052631579,0.45248068977905515,0.058005871670407466,,,,,,,,0.0,0.0,41.80693891186674,8.0,0.7997138769670958,False,False,False,False,False,0.6666666666666666,0.6666666666666666,,0.4722674967491093,
183,Honomi Shabu & Omakase,6158,Rising Stars,False,54.35582789571009,"🟠 Activate — untapped, no prior spend",CRM,0.44146815164283015,0.2743422591305858,0.012244969251911075,0.0,0.9127324749642346,0.4842166482400524,0.3773454067469968,0.006006006006006006,0.10221413406126782,0.8042520550326769,218.375,10.0,0.012517057942993952,0.06210646823125358,0.1889400921658986,0.1382066425920406,0.01771743403703339,,,,,,,,0.0,0.0,65.4131498748196,7.0,0.9127324749642346,False,True,False,False,False,0.3888888888888889,0.3888888888888889,,0.3951574306908197,
184,Momono Omakase,4612,Established Players,False,54.345358323902424,"🟠 Activate — untapped, no prior spend",CRM,0.31429327909952687,0.38632662795437533,0.030386410000475334,0.0,0.978898426323319,0.32961914472008225,0.29130448066869385,0.021021021021021023,0.39086037812152463,0.8688670203650317,831.2702702702703,23.0,0.047647661771087424,0.06557856748057353,0.12692117005453643,0.10238412902495127,0.013125158229863244,,,,,,,,0.0,0.0,118.06377371841319,13.0,0.978898426323319,False,False,False,False,False,0.1029040404040404,0.1029040404040404,,0.26899416781209157,
185,Stock.Room at Kimpton Maa-Lai Bangkok,5196,Established Players,True,54.11348579904106,🔴 Activate — proven marketing response,KOL,0.3621541316022625,0.4250269207499503,0.11744436988324411,0.046000000000000006,0.3653682403433477,0.36399702396544664,0.35938979305748625,0.4774774774774775,0.14484574653693916,0.6352740193262586,3678.0476190476193,17.0,0.21082237053101316,0.10227022618107433,0.24470677595974302,0.18773215604827556,0.024066369235475046,15.0,1.5333333333333334,,9.0,6.0,CRM+KOL,KOL,0.07666666666666667,0.0,48.08560844911355,13.0,0.8444206008583691,False,False,False,False,False,0.10721187025534847,0.10721187025534847,,0.2970491190091904,
186,The Farmer and The Fisherman (Phuket),4638,Emerging Opportunities,False,54.07276283946684,"🟠 Activate — untapped, no prior spend",CRM,0.49259472546644545,0.23719831319744966,0.014468270364256908,0.0,0.7689556509298998,0.4871164047769989,0.5008122065006153,0.003003003003003003,0.07479021332524517,0.7118668266622497,122.56521739130434,23.0,0.007025327660595794,0.028024122029088328,0.35443037974683544,0.2238678766597366,0.028698796695594102,,,,,,,,0.0,0.0,37.573799713183064,7.0,0.7689556509298998,False,True,False,False,False,0.5,0.5,,0.39752385147980634,
187,YOK Chinese Restaurant | The Emerald Hotel,6016,Rising Stars,True,54.0288063440705,🔴 Activate — proven marketing response,CRM,0.662562993470001,0.19281874003139288,0.031022640452911115,0.045,0.34760085836909876,0.7674288995324373,0.5052641343763468,0.05555555555555555,0.178180323420015,0.3904747359438872,660.2727272727273,11.0,0.037846236911053786,0.03834503648630043,0.289048473967684,0.18876709897513058,0.024199043994768448,3.0,1.5,,2.0,1.0,CRM+KOL,CRM,0.075,0.0,42.16671276144725,8.0,0.8015021459227468,False,False,False,False,False,1.117216117216117,1.117216117216117,,0.6262800613719938,
188,Topgolf Megacity,3828,Rising Stars,True,53.990111538524374,🔴 Activate — proven marketing response,CRM,0.49315716623138395,0.27603156845682664,0.17439614542283594,0.057999999999999996,0.3326540772532189,0.5145017331329913,0.46114031587897303,0.06756756756756757,0.05164032519681924,0.7783748129025129,5706.6875,27.0,0.32710217790525153,0.07280931363422301,0.23345367027677497,0.1691959276197542,0.021690112940420354,3.0,1.9333333333333333,,2.0,1.0,CRM+KOL,CRM,0.09666666666666666,0.0,35.043525567229594,13.0,0.7446351931330472,False,False,False,False,False,0.7169811320754718,0.03119232188999625,0.7169811320754718,0.22623502171063187,0.46089346856138286
189,The Mayflower Restaurant at Dusit Princess Srinakarin,2675,Rising Stars,True,53.94849497750639,🟡 Activate — review channel strategy,CRM,0.6208069021156899,0.2525876746170416,0.03407677233245883,0.0,0.3157367668097282,0.7838175340163972,0.37629095426462883,0.028528528528528527,0.21236351228389447,0.5915573650682063,753.85,12.0,0.043210001741618737,0.06546395171453206,0.2806484295845998,0.19457463843657272,0.02494354292329893,3.0,-0.5,,2.0,1.0,CRM,CRM,0.0,0.0,40.160108160070514,10.0,0.7893419170243204,False,False,False,False,False,1.0565217391304347,1.0565217391304347,,0.6396544274099042,
190,Picante At Centara Korat (Nakhon Ratchasima),5455,Emerging Opportunities,False,53.91408487017018,"🟠 Activate — untapped, no prior spend",CRM,0.48949157619737443,0.2268366205332895,0.06675871925872966,0.0,0.7056509298998569,0.574544589143761,0.3619120567777945,0.003003003003003003,0.06670205237084217,0.6854160120694522,81.93333333333334,15.0,0.004696344731750297,0.012205044751830757,1.6666666666666667,1.0048820179007323,0.12882109378570902,,,,,,,,0.0,0.0,31.824355190422377,9.0,0.7056509298998569,False,False,False,False,False,0.5,0.5,,0.46887186652617413,
191,Cross Vibe Bangkok Sukhumvit Staycation,2539,Needs Attention,False,53.86673383482988,"🟠 Activate — untapped, no prior spend",CRM,0.49693480199417117,0.26045551736650213,0.03513194062494308,0.0,0.4678111587982833,0.4696565057058181,0.5378522464267009,0.003003003003003003,0.14278131634819533,0.7213997375361412,1022.0,27.0,0.0585801177686998,0.12661448140900194,0.0674909840288511,0.09114038298091144,0.011683763481186358,,,,,,,,0.0,0.0,18.466237595826012,10.0,0.4678111587982833,False,False,False,False,False,0.38888888888888884,0.38888888888888884,,0.3832752524649529,
192,Cantina Wine Bar & Italian Kitchen,763,Emerging Opportunities,False,53.84532243295309,"🟠 Activate — untapped, no prior spend",CRM,0.49397551211953744,0.2412618080041442,0.016555278269821835,0.0,0.6988555078683834,0.5665844657114971,0.3850620817315979,0.0,0.18069457082195936,0.6235114558585213,81.0,24.0,0.004642846907303996,0.02184235517568851,0.45652173913043476,0.28264998554853626,0.03623438338855238,,,,,,,,0.0,0.0,31.222912056449108,7.0,0.6988555078683834,False,True,False,False,False,0.4444444444444444,0.4444444444444444,,0.4623758033798367,
193,Jacob Barn,6149,Needs Attention,False,53.73071519875027,"🟠 Activate — untapped, no prior spend",CRM,0.391033992665922,0.33601000909918105,0.02498263907146656,0.0,0.728898426323319,0.441315316529745,0.3156120068701875,0.0,0.12003336366393691,1.0,70.8,10.0,0.004058192111569418,0.026836158192090395,0.5789473684210527,0.35810288432946774,0.0459070860313637,,,,,,,,0.0,0.0,33.63740803621958,5.0,0.728898426323319,False,False,False,False,False,0.0,0.0,,0.3601466972237307,
194,Prego Kata (Phuket),5951,Rising Stars,False,53.56708548543174,"🟠 Activate — untapped, no prior spend",CRM,0.4442533180289659,0.25659009330242477,0.012852297921813948,0.0,0.9603004291845494,0.5248697421450841,0.3233286818547887,0.0075075075075075074,0.264735618238803,0.5805546827592695,182.45454545454547,11.0,0.010458129902311023,0.02491280518186348,0.26,0.16596512207274539,0.021275939040439465,,,,,,,,0.0,0.0,94.6673233577961,5.0,0.9603004291845494,False,True,False,False,False,0.4166666666666667,0.4166666666666667,,0.4283334319611869,
195,nice two Meat u ICONSIAM,6506,Rising Stars,False,53.552737241294466,"🟠 Activate — untapped, no prior spend",CRM,0.4906245848553769,0.2467518814295047,0.01729324041236329,0.0,0.6534334763948498,0.5146995370302893,0.45451215659300837,0.006006006006006006,0.11737943585077343,0.6971188275729009,305.2,7.0,0.017493788593940487,0.034403669724770644,0.3047619047619048,0.19661861074705111,0.025205570448931833,,,,,,,,0.0,0.0,27.910265110257072,4.0,0.6534334763948498,False,True,False,False,False,0.5833333333333334,0.5833333333333334,,0.4200337749019596,
196,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20,4110,Emerging Opportunities,False,53.3952076380216,"🟠 Activate — untapped, no prior spend",CRM,0.5920122385923887,0.21163218651429994,0.024021347760563812,0.0,0.0890557939914163,0.6219455600484997,0.5471122564082223,0.0045045045045045045,0.03652942068547164,0.6629051950228555,533.1428571428571,27.0,0.030559267474530003,0.03222132904608789,0.20582120582120583,0.13638125511115864,0.01748342804659762,,,,,,,,0.0,0.0,3.9729045419939046,9.0,0.0890557939914163,False,False,False,False,False,0.5,0.5,,0.5075546461105739,
197,Baan Suan Rim Khlong Maha Sawat,6292,Emerging Opportunities,False,53.3701058029772,"🟠 Activate — untapped, no prior spend",CRM,0.49559373654253025,0.20169414634256078,0.08347813454954443,0.0,0.7592989985693849,0.627928236299454,0.2970919869071446,0.0045045045045045045,0.04454807400667273,0.6217597411291905,84.1,9.0,0.00482053610992921,0.011890606420927468,2.1,1.264756242568371,0.16213573298915965,,,,,,,,0.0,0.0,36.568551029381915,6.0,0.7592989985693849,False,False,False,False,False,0.7666666666666666,0.7666666666666666,,0.5124369627028983,
198,Tsuru Saru イザカヤ,4798,Rising Stars,True,53.36021985233729,🟡 Activate — review channel strategy,CRM,0.5762794677593384,0.2888401320576197,0.07972445502732765,0.0,0.26938483547925607,0.6030612409073459,0.5361068080373269,0.04054054054054054,0.049311603622340654,0.8594347825156711,2188.7916666666665,21.0,0.1254595632137789,0.03613104642972721,0.4178082191780822,0.2651373500787402,0.0339893468408764,1.0,-0.5,,0.0,1.0,CRM,CRM,0.0,0.0,29.212235100909048,13.0,0.6734620886981402,False,False,False,False,False,1.0185185185185186,0.12063492063492065,1.0185185185185186,0.29029795878113607,0.5430803534405244
199,Meisaku Premium Yakiniku,4632,Established Players,False,53.2630432131453,"🟠 Activate — untapped, no prior spend",CRM,0.38297498044576794,0.30002136589967787,0.053789894670132087,0.0,0.9531473533619457,0.39008430176409786,0.372310998468273,0.042042042042042045,0.14147004068484412,0.8025451229246927,1233.3666666666666,23.0,0.07069546436919964,0.051674279073538554,0.4450836820083682,0.2877199208344363,0.03688432497106453,,,,,,,,0.0,0.0,87.3153179127968,13.0,0.9531473533619457,False,False,False,False,False,0.21717171717171713,0.21717171717171713,,0.3183383119894412,
200,Matsuo Izakaya,5433,Emerging Opportunities,False,53.167994404154385,"🟠 Activate — untapped, no prior spend",CRM,0.5732045915248525,0.22262563908489702,0.024394268865831535,0.0,0.1301859799713877,0.6934884813972881,0.39277875671619905,0.0045045045045045045,0.04408363663936912,0.6919958209709482,301.8666666666667,15.0,0.017302724935203698,0.024734982332155476,0.39285714285714285,0.2456082786471479,0.03148581279645937,,,,,,,,0.0,0.0,5.878529443110051,11.0,0.1301859799713877,False,False,False,False,False,0.7777777777777777,0.7777777777777777,,0.5659390843306479,
201,The House by Hongkong House,5094,Needs Attention,False,53.13463675921361,"🟠 Activate — untapped, no prior spend",CRM,0.49478653509345594,0.2358781650376527,0.029437692491591633,0.0,0.6334048640915594,0.46607606087129266,0.5378522464267009,0.0045045045045045045,0.06022520473157416,0.7200293393879288,153.22222222222223,18.0,0.00878255951326778,0.030456852791878174,0.6309523809523809,0.39075416968817983,0.05009282546991549,,,,,,,,0.0,0.0,26.739948738976903,10.0,0.6334048640915594,False,False,False,False,False,0.38888888888888884,0.38888888888888884,,0.3803533385103549,
202,Krua Khun Ein Ratchada 32,5824,Emerging Opportunities,False,53.122492806032206,"🟠 Activate — untapped, no prior spend",CRM,0.48350530677722137,0.23056860313042687,0.023008803056995746,0.0,0.7843347639484979,0.5337007735051013,0.4082121066854014,0.003003003003003003,0.0464816499848347,0.7180763564459175,71.33333333333333,12.0,0.004088762296967305,0.05023364485981308,0.5116279069767442,0.3270702021299718,0.041928843817024185,,,,,,,,0.0,0.0,39.405176952684194,6.0,0.7843347639484979,False,False,False,False,False,0.5,0.5,,0.4355402218872624,
203,You&I Premium Suki Buffet Central Eastville,1238,Rising Stars,True,52.97362515277222,🔴 Activate — proven marketing response,CRM,0.5177699999572671,0.2828526103582727,0.03638941628168334,0.015,0.40084549356223176,0.5061744786022725,0.5351632819897592,0.02702702702702703,0.05975527991954409,0.8470507185719957,404.2,27.0,0.02316837925842315,0.1298037275276266,0.5584498094027954,0.38699137665272787,0.04961045330494353,4.0,0.5,,3.0,1.0,CRM,CRM,0.025,0.0,120.45245495524173,13.0,0.9796137339055794,False,False,False,False,False,0.7375,-0.09827505827505827,0.7375,0.21022004928502364,0.45780880518650713
204,East Ocean Chinese Restaurant at SC Park Hotel,5068,Rising Stars,False,52.87721368056669,"🟠 Activate — untapped, no prior spend",CRM,0.44907951437941473,0.28961773531699714,0.02647330349694626,0.0,0.5550786838340487,0.4917578028112926,0.3850620817315979,0.012012012012012012,0.19661813770094025,0.7527582973397009,577.7272727272727,18.0,0.03311480594379001,0.04972462627852085,0.22468354430379747,0.15469997709368682,0.019831801050102505,,,,,,,,0.0,0.0,22.28906024752667,13.0,0.5550786838340487,False,False,False,False,False,0.3055555555555555,0.3055555555555555,,0.40131158353881574,
205,ThreeSixty Jazz Lounge at Millennium Hilton Bangkok,4473,Rising Stars,False,52.8035898625675,"🟠 Activate — untapped, no prior spend",CRM,0.47580713479002446,0.24379510919838218,0.045996148170306124,0.0,0.6427038626609443,0.56717053676738,0.338762031823991,0.09009009009009009,0.06589199321787814,0.626638250656609,1379.709090909091,26.0,0.07908368007045039,0.12895999156607454,0.0818516247700797,0.10069497148847764,0.012908616270161861,,,,,,,,0.0,0.0,27.34000437140666,13.0,0.6427038626609443,False,False,False,False,False,0.7121212121212123,0.7121212121212123,,0.4628540817155501,
206,Na Klongwan Vibhavadi 20,2681,Needs Attention,True,52.736499937142646,🟡 Activate — review channel strategy,CRM,0.4323831130723622,0.24159458826225355,0.2420867889590048,0.0,0.3798283261802575,0.4532201906172484,0.40112749675503284,0.0,0.1862299059751289,0.619085388232383,8044.375,23.0,0.4610963159252294,0.0881516587677725,0.24125976849403608,0.18001652460353063,0.023077261992780172,2.0,-3.25,,0.0,1.0,CRM+KOL,KOL,0.0,0.0,85.64339825745016,13.0,0.9495708154506438,False,False,False,False,True,0.5019607843137255,-0.13492985002418964,0.5019607843137255,0.2445412658076351,0.3749113305818864
207,Chef Thanom The Street Ratchada,3990,Needs Attention,False,52.720658185770056,"🟠 Activate — untapped, no prior spend",CRM,0.4915943176343679,0.20508216573265772,0.07009281716657964,0.0,0.7464234620886981,0.4670760227125812,0.528371760017048,0.006006006006006006,0.06740976645435244,0.6081894446464986,1051.888888888889,27.0,0.06029332190870635,0.03911834090348931,1.0126012601260126,0.6232080924370033,0.07989231242445294,,,,,,,,0.0,0.0,35.23631524289301,13.0,0.7464234620886981,False,False,False,False,False,0.5714285714285714,-0.02777777777777779,0.5714285714285714,0.22544732271778362,0.4013022697360825
208,Shikisai Hotel Nikko Amata City Chonburi (Chonburi),4123,Emerging Opportunities,False,52.700642114989826,"🟠 Activate — untapped, no prior spend",CRM,0.46891311027542715,0.33289353958143764,0.015545494433417826,0.0,0.06723891273247497,0.5711138458789202,0.3156120068701875,0.0,0.10964513193812557,1.0,454.92857142857144,27.0,0.026076095196313185,0.019783325482807347,0.14682539682539683,0.09600856828836105,0.012307841676323417,,,,,,,,0.0,0.0,2.7866242576722895,5.0,0.06723891273247497,False,True,False,False,False,0.0,0.0,,0.46607212038191875,
209,Glai Hwor,5410,Emerging Opportunities,False,52.66122072504573,"🟠 Activate — untapped, no prior spend",CRM,0.5310499804395973,0.21161930762736378,0.04200639723438797,0.0,0.4574391988555079,0.6746752961525371,0.3156120068701875,0.0045045045045045045,0.039846830451925996,0.6595448556332806,102.93333333333334,15.0,0.005900045781792074,0.023316062176165803,1.0,0.6093264248704663,0.07811274868698387,,,,,,,,0.0,0.0,18.088189176655845,11.0,0.4574391988555079,False,False,False,False,False,0.6666666666666666,0.6666666666666666,,0.5505861013808738,
210,Ao Talay Theprak Saphan Mai,6246,Emerging Opportunities,False,52.610541669082245,"🟠 Activate — untapped, no prior spend",CRM,0.4760661451143873,0.22185453470273542,0.07399246129983175,0.0,0.7149499284692418,0.4801465708158383,0.4699455065622106,0.0015015015015015015,0.025250227479526842,0.7122628861942558,51.9,9.0,0.0029748611665318197,0.015414258188824663,1.875,1.1311657032755298,0.1450100614331317,,,,,,,,0.0,0.0,32.457659299764565,3.0,0.7149499284692418,False,False,False,False,False,0.5555555555555555,0.5555555555555555,,0.39183593948742795,
211,Dough Bros Interchange 21,5961,Emerging Opportunities,False,52.60693632815933,"🟠 Activate — untapped, no prior spend",CRM,0.5447753647406053,0.2350201220475209,0.016735100659087065,0.0,0.23140200286123033,0.6358175367774079,0.4082121066854014,0.003003003003003003,0.031063593165503996,0.7483328096555617,200.72727272727272,11.0,0.011505506140659061,0.03215579710144927,0.36619718309859156,0.23258062869973464,0.02981573005461764,,,,,,,,0.0,0.0,9.685229820648749,9.0,0.23140200286123033,False,True,False,False,False,0.7222222222222222,0.7222222222222222,,0.5188752289586066,
212,Loulou.bkk,6289,Emerging Opportunities,False,52.602591687168996,"🟠 Activate — untapped, no prior spend",CRM,0.5664596946824197,0.19388304023101488,0.014593438403707089,0.0,0.3930615164520744,0.6102246868036227,0.5008122065006153,0.0045045045045045045,0.047192523506217776,0.5930782712578259,169.77777777777777,9.0,0.009731509018327169,0.037303664921465966,0.22807017543859648,0.15176357123174428,0.01945536778908701,,,,,,,,0.0,0.0,15.408648313602916,4.0,0.3930615164520744,False,False,False,False,False,0.8333333333333334,0.8333333333333334,,0.4979895265019598,
213,The Sky 32 at Grande CentrePoint Hotel (Pattaya),2022,Established Players,False,52.600291952865405,"🟠 Activate — untapped, no prior spend",CRM,0.3755009057354435,0.33152138652466945,0.07540628768888634,0.0,0.6369814020028612,0.41345785557699805,0.3185654809731117,0.13363363363363365,0.10037744751120548,0.8265156627261813,2316.8076923076924,27.0,0.13279732628455404,0.10488570147915732,0.16429249762583095,0.1405297791671615,0.018015249093218645,,,,,,,,0.0,0.0,26.95653643625928,13.0,0.6369814020028612,False,False,False,False,False,0.2581823324847335,0.2581823324847335,,0.3374129008215054,
214,View Tiew Mai,6286,Needs Attention,False,52.55280228005782,"🟠 Activate — untapped, no prior spend",CRM,0.46748226371637946,0.2407253451388366,0.028034376194008878,0.0,0.765379113018598,0.46584010181915864,0.4699455065622107,0.0015015015015015015,0.06790263876251137,0.732513176364942,61.9,9.0,0.0035480521427421895,0.024232633279483037,0.6666666666666666,0.4096930533117932,0.05252070024527557,,,,,,,,0.0,0.0,37.29201401402713,5.0,0.765379113018598,False,False,False,False,False,0.5,0.5,,0.38016077806632964,
215,Bistro M - Marriott Sukhumvit 50,5802,Rising Stars,False,52.536406240437906,"🟠 Activate — untapped, no prior spend",CRM,0.5595480889269425,0.2067362568461742,0.022413357070270694,0.0,0.31616595135908443,0.6913054436930413,0.3619120567777944,0.006006006006006006,0.08803457688808007,0.5930782712578259,179.3846153846154,12.0,0.010282164280942942,0.022727272727272728,0.4339622641509434,0.26946826758147513,0.03454454985959844,,,,,,,,0.0,0.0,12.717691585663953,7.0,0.31616595135908443,False,False,False,False,False,0.6666666666666666,0.6666666666666666,,0.5641575603507377,
216,Vertigo Rooftop Banyan Tree,280,Established Players,True,52.5115689975835,🔴 Activate — proven marketing response,CRM,0.37230711032667085,0.3970611394897518,0.08601059536737857,0.009,0.3878034334763949,0.43732077525809254,0.27478661292953827,0.22972972972972974,0.24693296542705095,0.7702978598991488,2755.72,27.0,0.15795538369624404,0.08676256416955762,0.12502788311398616,0.10972175553621474,0.014065807038513092,5.0,0.3,,2.0,3.0,CRM+KOL,CRM,0.015,0.0,90.23802860088048,13.0,0.9560085836909872,False,False,False,False,False,0.303519543660183,0.303519543660183,,0.35688684923743824,
217,Lion's Tale (Trang),5811,Emerging Opportunities,False,52.480825994069924,"🟠 Activate — untapped, no prior spend",CRM,0.44915428346566194,0.22230464248012577,0.05712902515335143,0.0,0.9656652360515021,0.5587602678215814,0.2847453069317828,0.0015015015015015015,0.05595996360327571,0.6830535093284749,22.454545454545453,11.0,0.0012870742829451031,0.03643724696356275,1.4444444444444444,0.8812415654520916,0.11297097602375776,,,,,,,,0.0,0.0,99.979735318445,7.0,0.9656652360515021,False,False,False,False,False,0.5555555555555555,0.5555555555555555,,0.4559906657629598,
218,YANKII- Robatayaki & Bar,6099,Established Players,False,52.46819254897153,"🟠 Activate — untapped, no prior spend",CRM,0.40009690302722034,0.28662601910047186,0.02332174680401286,0.0,0.9438483547925608,0.43172680718118517,0.35265204679627304,0.0075075075075075074,0.18833409159842282,0.7570759620598068,277.54545454545456,10.0,0.015908655003365996,0.0461840812315755,0.36879432624113473,0.23975022823731104,0.030734838604659722,,,,,,,,0.0,0.0,81.7298564888608,8.0,0.9438483547925608,False,False,False,False,False,0.2888888888888889,0.2888888888888889,,0.3523217479327402,
219,Kagonoya Mega Bangna,6404,Rising Stars,False,52.45555767888005,"🟠 Activate — untapped, no prior spend",CRM,0.4904205242527983,0.21182383421395876,0.022805029162369664,0.0,0.8201001430615165,0.6297034200063458,0.2814961806224771,0.016516516516516516,0.07028169548074006,0.6137757298771005,219.45454545454547,8.0,0.012578936514289391,0.06793703396851698,0.38414634146341464,0.2576626184654556,0.03303112181044993,,,,,,,,0.0,0.0,44.113430734993415,5.0,0.8201001430615165,False,False,False,False,False,0.668859649122807,0.668859649122807,,0.5138856469543985,
220,Beer Pradith,6583,Emerging Opportunities,False,52.3983261142354,"🟠 Activate — untapped, no prior spend",CRM,0.49310411659521886,0.23420824419020286,0.0158912440448572,0.0,0.6351931330472103,0.5188320899300258,0.45451215659300837,0.003003003003003003,0.06442725710241634,0.7122628861942558,130.66666666666666,6.0,0.007489695422482166,0.01913265306122449,0.4,0.2476530612244898,0.031747944194449186,,,,,,,,0.0,0.0,26.848076027311663,3.0,0.6351931330472103,False,True,False,False,False,0.5,0.5,,0.42340625082154887,
221,Zhong Ped Pa Low Wanghin,5047,Rising Stars,False,52.30655272782546,"🟠 Activate — untapped, no prior spend",CRM,0.4146446149695233,0.2567872063939084,0.07371796164488294,0.0,0.9005722460658083,0.4752769299036448,0.3236961425683411,0.012012012012012012,0.03801435648569407,0.8019269821446513,121.0,18.0,0.006935610812145476,0.04315886134067952,1.797872340425532,1.095986948791591,0.1405003124776204,,,,,,,,0.0,0.0,61.10239046735793,13.0,0.9005722460658083,False,False,False,False,False,0.39206349206349217,0.39206349206349217,,0.3878619439665319,
222,Longpao Dimsum Hong Kong Panya Indra,5142,Emerging Opportunities,False,52.300854684322765,"🟠 Activate — untapped, no prior spend",CRM,0.49164746517206515,0.22276693643812706,0.06276716670613301,0.0,0.5890557939914163,0.5781377374349124,0.3619120567777944,0.003003003003003003,0.028915175411990696,0.7096372753777622,101.58823529411765,17.0,0.005822945975972405,0.02026635784597568,1.542857142857143,0.933820828852676,0.11971138743629363,,,,,,,,0.0,0.0,24.134081193776442,13.0,0.5890557939914163,False,False,False,False,False,0.6666666666666666,0.6666666666666666,,0.47180414746278193,
223,The Dining Room at Grand Hyatt Erawan,2001,Established Players,True,52.29635568831051,🔴 Activate — proven marketing response,CRM,0.34910040716624685,0.39324286420969007,0.12319525221048516,0.06,0.3863576537911302,0.3939201308894719,0.28187082158140925,0.15015015015015015,0.2642550083033781,0.8463543388620551,4011.7123287671234,27.0,0.2299477306001204,0.10584077444469106,0.14321202735836883,0.12826352619289771,0.01644277382084994,1.0,2.0,,1.0,0.0,CRM,CRM,0.1,0.0,54.043886867910764,13.0,0.8758941344778255,False,False,False,False,False,0.1489715313244725,0.1489715313244725,,0.3214686388529661,
224,Salada Organic Kitchen HomePro Bangna,6527,Emerging Opportunities,False,52.20115152529059,"🟠 Activate — untapped, no prior spend",CRM,0.5662270647153921,0.19026568174445183,0.017336640686180276,0.0,0.3798283261802575,0.60983697019191,0.5008122065006153,0.003003003003003003,0.028915175411990696,0.6012997597321781,62.0,7.0,0.0035537840525042934,0.029953917050691243,0.38461538461538464,0.2427507975895073,0.03111949731985626,,,,,,,,0.0,0.0,15.08429400241109,3.0,0.3798283261802575,False,False,False,False,False,0.6666666666666666,0.6666666666666666,,0.49767312040424005,
225,RIVA At Ocean Marina Resort Jomtien (Pattaya),6024,Emerging Opportunities,False,52.19201387551773,"🟠 Activate — untapped, no prior spend",CRM,0.46641706808020444,0.23510649688731644,0.02535667036197339,0.0,0.7947067238912733,0.5576937655720277,0.3295020218424695,0.0015015015015015015,0.12003336366393691,0.6616529572917826,187.8181818181818,11.0,0.010765568698642038,0.02904162633107454,0.5,0.3116166505324298,0.039947772025304744,,,,,,,,0.0,0.0,40.66544145371465,7.0,0.7947067238912733,False,False,False,False,False,0.6333333333333333,0.6333333333333333,,0.45512031921396895,
226,Purple Laurel 紫桂轩,5828,Rising Stars,True,52.149527240536386,🔴 Activate — proven marketing response,CRM,0.49368797127325703,0.3040744849589022,0.043759350396194954,0.016200000000000003,0.37939095851216026,0.5809223673265133,0.3628363771933728,0.03903903903903904,0.23905289881935315,0.7224766656582688,955.2692307692307,12.0,0.05475517029283444,0.04014172404074566,0.399197592778335,0.2555752452832992,0.03276353049955546,5.0,0.54,,3.0,1.0,CRM+KOL,CRM,0.027000000000000003,0.0,71.06015678076321,10.0,0.9241773962804005,False,False,False,False,False,0.5973818646232439,0.5973818646232439,,0.4740766161963319,
