restaurant name,cluster,theme,x,y,cluster_confidence,review_count
Charoen Ros Buffet (Chiang Mai),2,Buffet & premium dining,5.2360225,1.4466971,1.0,1
Charoen Rung Rueang International Buffet Rama 2,2,Buffet & premium dining,1.1229777,-1.1919498,1.0,1
Charoen Rung Rueang International Buffet True Digital 101,2,Buffet & premium dining,6.453166,1.73953,1.0,1
Chatuchak Cafe Centara Grand at Central Plaza Ladprao,2,Buffet & premium dining,4.9843326,3.1568272,1.0,1
Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),2,Buffet & premium dining,3.348287,0.9497755,1.0,1
Cheat Day by Modish The PARQ Rama 4,2,Buffet & premium dining,5.1761837,-0.084301844,1.0,1
Cheeky Signature’s (Bee Hoon),2,Buffet & premium dining,5.0470877,2.1459804,1.0,1
Chef Station Omakase,2,Buffet & premium dining,8.497783,2.1150606,1.0,1
Chef Thanom Att U Park Bangna,2,Buffet & premium dining,-0.71729434,4.2526937,1.0,1
Chef Thanom Seacon Square Srinagarindra,2,Buffet & premium dining,0.5774374,3.960325,1.0,1
Chef Thanom The Nine Center Tiwanon,2,Buffet & premium dining,5.5426164,1.0623274,1.0,1
Chef Thanom The Street Ratchada,2,Buffet & premium dining,0.52897435,4.113141,1.0,1
Chef Yis,2,Buffet & premium dining,0.22019807,4.407982,1.0,1
Chiang Nua E-Saan And Grill,2,Buffet & premium dining,2.7796369,2.3443372,1.0,1
Chibing Chicken and Bingsu Onnut 7,2,Buffet & premium dining,5.4014244,0.40250024,1.0,1
Chibing Chicken and Bingsu Pattaya Beach (Pattaya),2,Buffet & premium dining,6.688364,-4.448056,1.0,1
Chim By Siam Wisdom,2,Buffet & premium dining,2.3565753,2.943005,1.0,1
China Palace Restaurant (Chong Nonsi),2,Buffet & premium dining,6.0638514,4.4992576,1.0,1
China Palace at Prince Palace Hotel Bangkok,2,Buffet & premium dining,5.945004,4.6543355,1.0,1
China Rose at Maruay Garden Hotel,2,Buffet & premium dining,6.0865045,4.0713115,1.0,1
China Table Radisson Blu Plaza Bangkok,2,Buffet & premium dining,6.737545,4.611828,1.0,1
Chinda Hotpot Lad Phrao 122,2,Buffet & premium dining,5.4903,0.022363449,1.0,1
Chinda Hotpot Porto Chino,2,Buffet & premium dining,6.6713066,0.5367337,1.0,1
Chinda Hotpot Saphan Mai,2,Buffet & premium dining,3.3582523,-2.3341787,1.0,1
Chinda Hotpot The Walk Ratchaphruek,2,Buffet & premium dining,3.8804474,-2.0018883,1.0,1
Chinda Hotpot Udomsuk 58,2,Buffet & premium dining,7.4340115,1.6761657,1.0,1
Chokchai SteakHouse (Rangsit),2,Buffet & premium dining,0.88626266,3.0078158,1.0,1
ChomSindh at Amari Bangkok,2,Buffet & premium dining,2.4901757,2.769642,1.0,1
Chopkeeper Butcher & Tap Pattanakarn,2,Buffet & premium dining,0.42678425,1.3718257,1.0,1
Chow Mong Local Kitchen at The Peri Hotel (Hua Hin),2,Buffet & premium dining,3.76414,-0.6336223,1.0,1
Chowpati Indian Street Food Bangkok,2,Buffet & premium dining,2.670582,1.2425871,1.0,1
Chuan Boy Malatang & Malaxiangguo MBK Center,2,Buffet & premium dining,6.805356,3.498432,1.0,1
Chuan Kitchen CentralWorld,2,Buffet & premium dining,6.2823596,3.0307446,1.0,1
CiTi BiSTRo Pathumwan Princess Hotel,2,Buffet & premium dining,5.5208354,2.8960397,1.0,1
Cocobee Chimaek Lasalle,2,Buffet & premium dining,6.7520623,-4.4197826,1.0,1
Coding Steak & Restaurant,2,Buffet & premium dining,0.13907748,3.4338677,1.0,1
Coffee & Crumble Eatery at Maitria Residence Rama 9 Bangkok,2,Buffet & premium dining,3.5085957,0.92107064,1.0,1
Com Nieu An La Ghien,2,Buffet & premium dining,2.3162746,-0.24686514,1.0,1
Cook Chom Chuan Chim,2,Buffet & premium dining,1.0189732,0.23221117,1.0,1
Copper Aquarium,2,Buffet & premium dining,1.9569967,-1.2082783,1.0,1
Copper Chimney - Mandai Wildlife West,2,Buffet & premium dining,1.9552854,1.5641233,1.0,1
Coriander Leaf @ Singapore Polo Club,2,Buffet & premium dining,2.5221,1.5526766,1.0,1
Cozy Craft Room,2,Buffet & premium dining,3.5715606,-0.1282432,1.0,1
Crab Wang Imperial Dining At Hotel Boss,2,Buffet & premium dining,3.899374,3.1952884,1.0,1
Crystal Grill 82nd floor at Baiyoke Sky Hotel,2,Buffet & premium dining,5.4766817,3.0002828,1.0,1
D Varee Jomtien Beach Staycation (Pattaya),2,Buffet & premium dining,0.26399428,-2.2831607,1.0,1
DAKJIB,2,Buffet & premium dining,7.088707,-4.760324,1.0,1
"DID - Dine in the Dark at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",2,Buffet & premium dining,1.8791921,2.3975391,1.0,1
Dailyfish Omakase (Chonburi),2,Buffet & premium dining,4.32516,2.774586,1.0,1
Dakshin Indian Restobar,2,Buffet & premium dining,2.7775388,-1.0516617,1.0,1
Demijoe (Ratchaburi),2,Buffet & premium dining,2.759984,2.1090136,1.0,1
De’yong café and restaurant,2,Buffet & premium dining,0.74848765,0.7048727,1.0,1
Dino Mookrata Rama 3,2,Buffet & premium dining,3.3914678,0.9554662,1.0,1
Dok Toh Dim Sum Chan Road,2,Buffet & premium dining,7.742736,4.6951213,1.0,1
Dok Toh Dim Sum Chokchai 4,2,Buffet & premium dining,6.7260456,3.930517,1.0,1
Dok Toh Dim Sum Yaowarat,2,Buffet & premium dining,7.7443514,4.4570637,1.0,1
Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,2,Buffet & premium dining,-0.22439872,5.6825776,1.0,1
Dough Bros Gaysorn Amarin,2,Buffet & premium dining,-1.6360137,3.9833117,1.0,1
Dough Bros Interchange 21,2,Buffet & premium dining,-1.4524283,4.472559,1.0,1
Dough Bros Summer Point,2,Buffet & premium dining,-1.1358587,4.8221016,1.0,1
Dragon Boat Rama 9,2,Buffet & premium dining,7.1149454,3.8638372,1.0,1
Dragster Caffe,2,Buffet & premium dining,0.3931091,-0.33636904,1.0,1
Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,2,Buffet & premium dining,6.960029,-4.0000176,1.0,1
Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,2,Buffet & premium dining,7.122305,-3.9590087,1.0,1
Dusit Gourmet at dusitD2 Samyan Bangkok,2,Buffet & premium dining,4.6665063,3.1959932,1.0,1
Dynasty Centara Grand Central Ladprao,2,Buffet & premium dining,7.696002,4.236951,1.0,1
E-Cha Korean Craft Dining Bangsaen (Chonburi),2,Buffet & premium dining,5.9767528,-4.895615,1.0,1
E-Cha Korean Craft Dining Ratchathewi,2,Buffet & premium dining,5.8813,-4.5289445,1.0,1
EAT at OZO North Pattaya (Pattaya),2,Buffet & premium dining,4.1354604,1.9637897,1.0,1
EKKA Indian Grill and Bar,2,Buffet & premium dining,2.3102384,3.2271101,1.0,1
EKKAR (Ang Thong),2,Buffet & premium dining,3.7050788,-1.2392273,1.0,1
ESAN Zaap Jueng,2,Buffet & premium dining,1.7511117,-0.29956552,1.0,1
Earthy Society,2,Buffet & premium dining,-1.38072,3.610414,1.0,1
Earw Thai Express Fashion Island,2,Buffet & premium dining,7.814119,5.3180456,1.0,1
Earw Thai Suki Boran Central Plaza Rama 3,2,Buffet & premium dining,4.268701,-0.86762923,1.0,1
Earw Thai Suki Boran K Village,2,Buffet & premium dining,3.0301044,-0.9258324,1.0,1
Earw Thai Suki Boran Kaset,2,Buffet & premium dining,3.272275,0.28866372,1.0,1
Earw Thai Suki Boran The Crystal SB Ratchapruek,2,Buffet & premium dining,1.5730239,-1.6155055,1.0,1
East & West Bangsaen (Chonburi),2,Buffet & premium dining,6.193372,1.5817813,1.0,1
East Ocean Chinese Restaurant at SC Park Hotel,2,Buffet & premium dining,6.164465,4.6918945,1.0,1
Eat Drink Love Suvarnabhumi,2,Buffet & premium dining,1.5712062,0.12088625,1.0,1
Eatter A-Han Khon Muang,2,Buffet & premium dining,2.397367,3.7377698,1.0,1
Eazy To Eat,2,Buffet & premium dining,0.5323091,-0.5920726,1.0,1
Ekkaluck @ Madi Paidi Bangkok,2,Buffet & premium dining,1.8366172,0.3256857,1.0,1
Eldivino Thai (Phuket),2,Buffet & premium dining,1.851087,2.266329,1.0,1
Element At Amara Bangkok,2,Buffet & premium dining,5.223971,2.285884,1.0,1
Element Restaurant At Amara Singapore Hotel,2,Buffet & premium dining,5.535954,2.8039935,1.0,1
"Elements, Inspired by Ciel Bleu at The Okura Prestige Bangkok",2,Buffet & premium dining,3.4177406,2.966717,1.0,1
Embassy Room La Marina at Park Hyatt Bangkok,2,Buffet & premium dining,0.23831277,4.355546,1.0,1
En Hachi,2,Buffet & premium dining,1.5375643,1.5159448,1.0,1
Enjoy Eating Cafe,2,Buffet & premium dining,5.7798944,3.0251625,1.0,1
Epia Ari,2,Buffet & premium dining,4.086198,0.71438414,1.0,1
Epia Asiatique,2,Buffet & premium dining,2.1557293,-0.7081914,1.0,1
Epicurean Fusion Restaurant,2,Buffet & premium dining,1.1178956,1.6158983,1.0,1
ErZab Hotpot Bangna,2,Buffet & premium dining,2.994626,-0.7953294,1.0,1
Era-Izaan Ratchaphruek,2,Buffet & premium dining,3.97138,0.31213704,1.0,1
Erzab Chaewhon Ladprao,2,Buffet & premium dining,2.0952744,-1.7080512,1.0,1
Erzab Chaewhon Onnut,2,Buffet & premium dining,3.570024,-0.56087524,1.0,1
Esan Kampang Kitchen Chinnakhet,2,Buffet & premium dining,3.4056766,-1.3501649,1.0,1
Esan Kampang Kitchen Sri Racha (Chonburi),2,Buffet & premium dining,4.056145,-0.4004322,1.0,1
Est.33 at The Nine Center Rama 9,2,Buffet & premium dining,2.4118013,-0.7913647,1.0,1
Everbean Pizzeria (Phuket),2,Buffet & premium dining,-1.2180977,4.0184193,1.0,1
FLNT,2,Buffet & premium dining,2.7577834,3.2459822,1.0,1
FLOW at Millennium Hilton Bangkok,2,Buffet & premium dining,-0.07399311,-1.9391811,1.0,1
FUKU In Sky,2,Buffet & premium dining,0.30757353,-0.6254342,1.0,1
Fafa Halal Bangkok,2,Buffet & premium dining,4.272462,-1.6192762,1.0,1
Fairy Garden BKK,2,Buffet & premium dining,1.5911866,1.0681417,1.0,1
Fak Marum Liap Duan Ram Inthra,2,Buffet & premium dining,2.9933002,-0.47000304,1.0,1
Fak Marum Phutthamonthon Sai 4,2,Buffet & premium dining,4.582652,1.0713168,1.0,1
Fak Marum Town In Town,2,Buffet & premium dining,3.819428,-1.1806604,1.0,1
Fat Belly (Pattaya),2,Buffet & premium dining,0.9549333,-1.6153916,1.0,1
Fatboy Izakaya Ekkamai,2,Buffet & premium dining,1.0564141,0.73169196,1.0,1
Feast At Royal Orchid Sheraton Riverside Hotel Bangkok,2,Buffet & premium dining,2.1735663,-0.6738676,1.0,1
Feed the beast,2,Buffet & premium dining,6.561978,2.4067676,1.0,1
Fei Ya at Renaissance Bangkok,2,Buffet & premium dining,6.2382035,4.953908,1.0,1
Five Crossing Eatery & Winery,2,Buffet & premium dining,-0.5823233,4.8009977,1.0,1
Flower Mala Hotpot,2,Buffet & premium dining,7.988572,5.2491612,1.0,1
Fomo Brunch & Dining (Chonburi),2,Buffet & premium dining,2.467042,-1.7892901,1.0,1
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20,2,Buffet & premium dining,3.925586,3.1332042,1.0,1
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4,2,Buffet & premium dining,3.7875183,2.8913379,1.0,1
Friend Station On Nut 44-46,2,Buffet & premium dining,6.2873216,-4.094218,1.0,1
Fu Marn Lau Restaurant The Twin Towers Hotel,2,Buffet & premium dining,6.2906623,5.1512938,1.0,1
Fueng Fah at Mövenpick Suriwongse Hotel (Chiang Mai),2,Buffet & premium dining,3.3441489,-0.25730628,1.0,1
Fufu Shabu Rama 4,2,Buffet & premium dining,7.725817,3.5345097,1.0,1
Fungpls,2,Buffet & premium dining,1.1120373,-0.9728595,1.0,1
GINGER FARM kitchen at Central Phuket,2,Buffet & premium dining,2.276089,0.9530518,1.0,1
GINGER FARM kitchen at One Bangkok,2,Buffet & premium dining,3.9663324,1.9754285,1.0,1
Garden Salad by Ms.Chu,2,Buffet & premium dining,2.432669,1.3411785,1.0,1
Garret Fish & Chips Ari,2,Buffet & premium dining,6.0821023,2.559532,1.0,1
Garret Fish & Chips Sammakorn,2,Buffet & premium dining,6.3305287,2.6902359,1.0,1
Ginger Farm Kitchen 101 True Digital Park,2,Buffet & premium dining,2.0514863,1.0643101,1.0,1
Ginger Farm Kitchen Central Westville,2,Buffet & premium dining,2.3650265,-0.39921203,1.0,1
Ginger Farm Kitchen Centralworld,2,Buffet & premium dining,3.6898727,1.3490472,1.0,1
Ginger Farm kitchen Terminal 21 (Pattaya),2,Buffet & premium dining,2.8283331,-0.9315658,1.0,1
GingerBowl Cafe,2,Buffet & premium dining,4.9630604,2.1606214,1.0,1
Gingerbread House,2,Buffet & premium dining,5.2356133,2.1265023,1.0,1
Ginpao Phochana,2,Buffet & premium dining,7.07087,3.7751882,1.0,1
Ginprik,2,Buffet & premium dining,3.64792,2.7199361,1.0,1
Glai Hwor,2,Buffet & premium dining,3.6344037,1.5058523,1.0,1
Gluttony by The Sin,2,Buffet & premium dining,1.5862579,1.426238,1.0,1
Gogilang,2,Buffet & premium dining,5.9349,-4.520813,1.0,1
Golden Peony At Conrad Singapore Marina Bay,2,Buffet & premium dining,4.8836985,5.4007387,1.0,1
Goodie Steak @ Bang Phlat,2,Buffet & premium dining,0.45437497,3.2113628,1.0,1
Goodie Steak @ Fai Chai – Phran Nok,2,Buffet & premium dining,0.5105333,3.4268992,1.0,1
Goodie Steak @ Wutthakat,2,Buffet & premium dining,0.46937126,3.2994099,1.0,1
Green House Bistro,2,Buffet & premium dining,5.5114703,-1.4598477,1.0,1
Greenhouse Congee & Noodles by Landmark,2,Buffet & premium dining,2.9343982,2.7752695,1.0,1
Grilled Station,2,Buffet & premium dining,0.4285994,4.3649344,1.0,1
Grok 1970,2,Buffet & premium dining,2.9335704,3.1938062,1.0,1
Gui Ratchayo,2,Buffet & premium dining,-0.08532377,0.86852896,1.0,1
Guilty Anantara Siam Bangkok,2,Buffet & premium dining,2.3352544,1.8468814,1.0,1
Gyu-Ya Yakiniku Rama 3,2,Buffet & premium dining,3.0614672,0.32093504,1.0,1
Gyu-Ya Yakiniku True Digital Park (West Side),2,Buffet & premium dining,3.8076835,0.017176881,1.0,1
HAJI land,2,Buffet & premium dining,3.7915797,3.7827528,1.0,1
HAN ROLL BKK,2,Buffet & premium dining,4.072095,0.018412363,1.0,1
HANJI Taiwanese Hot Pot Thonglor,2,Buffet & premium dining,-0.7139762,2.723667,1.0,1
HEY Mookrata - Charoen Nakhon,2,Buffet & premium dining,5.7391677,1.1693835,1.0,1
HOUSE of TANGO,2,Buffet & premium dining,3.110474,-0.08640638,1.0,1
HUA SENG HONG Central Plaza Chaengwattana,2,Buffet & premium dining,7.935053,5.227953,1.0,1
Hagow Yaowarat,2,Buffet & premium dining,7.5356307,4.469536,1.0,1
Hainanese Chicken Rice C.P Tower Silom,2,Buffet & premium dining,4.6714416,0.3131637,1.0,1
Hanbab Korean Restaurant,2,Buffet & premium dining,6.797575,-4.7680626,1.0,1
Hannari Cafe de Kyoto Thonglor,2,Buffet & premium dining,3.6466749,-3.3224676,1.0,1
Hen Hao Ma La Sai Phan,2,Buffet & premium dining,5.1028047,-0.0755882,1.0,1
Heng Heng Lao Suthisan,2,Buffet & premium dining,3.5608404,-1.2166339,1.0,1
Hiateeyai @ Samyan,2,Buffet & premium dining,3.7638707,-0.35710394,1.0,1
High Tea by Pickaboo,2,Buffet & premium dining,1.2407777,4.899248,1.0,1
"Hmmmm, Grilled Pork Udomsuk",2,Buffet & premium dining,3.5524466,0.27366695,1.0,1
Ho Kitchen Rama 3,2,Buffet & premium dining,7.32499,4.71391,1.0,1
Hokkaido Yakidon,2,Buffet & premium dining,5.559225,-0.008258443,1.0,1
Hom Cham,2,Buffet & premium dining,3.8839679,1.2415396,1.0,1
Hom Duan,2,Buffet & premium dining,4.0104303,3.0336723,1.0,1
Hong Kong Fisherman,2,Buffet & premium dining,7.089733,4.8537207,1.0,1
Hong Teh Chinese Restaurant,2,Buffet & premium dining,7.43942,5.3278522,1.0,1
Honomi Shabu & Omakase,2,Buffet & premium dining,8.651411,1.4541758,1.0,1
House of Kin KORAT Centara Korat (Nakhon Ratchasima),2,Buffet & premium dining,4.9257245,-0.09639695,1.0,1
Hoy Mahachon,2,Buffet & premium dining,0.8615886,0.84662503,1.0,1
Huajai Siam Square One,2,Buffet & premium dining,3.5684814,-2.1271436,1.0,1
Huaron Mookrata,2,Buffet & premium dining,2.87986,0.88302726,1.0,1
Hub Namthong at Benjarong Hotel Bangkok,2,Buffet & premium dining,2.1767886,-0.6992745,1.0,1
Hump zaabb,2,Buffet & premium dining,1.1418675,0.9484455,1.0,1
Hunger Bear (Nakhon Sawan),2,Buffet & premium dining,2.8354092,0.016700689,1.0,1
Huolong Chinese Mala HotPot & Grill,2,Buffet & premium dining,6.427709,2.0325391,1.0,1
Hyde & Seek One Bangkok,2,Buffet & premium dining,5.2243648,-0.49864134,1.0,1
IGNIV Bangkok at The St.Regis Bangkok (One Michelin Star),2,Buffet & premium dining,2.8073342,1.739844,1.0,1
IMM Restaurant,2,Buffet & premium dining,2.546994,0.5988823,1.0,1
IMPACT Lakefront,2,Buffet & premium dining,2.0383127,0.17533794,1.0,1
ISEA Sky & The Jetty At Veranda Resort Na Jomtien (Pattaya),2,Buffet & premium dining,1.2969887,-0.20912382,1.0,1
IX Steak House,2,Buffet & premium dining,0.20208201,3.2147322,1.0,1
Im Pla Phao Prannok,2,Buffet & premium dining,6.1292953,2.82004,1.0,1
Im-Erb Rama2,2,Buffet & premium dining,5.4202404,-0.677575,1.0,1
Indus Bangkok Indian Restaurant Michelin Guide,2,Buffet & premium dining,1.5898784,0.14773521,1.0,1
Itaewon class (Khaoyai),2,Buffet & premium dining,5.619583,-4.252634,1.0,1
JAO Ping River Cruise at Anantara Chiang Mai Resort,2,Buffet & premium dining,1.3412455,0.49673986,1.0,1
JC Stars Cafe,2,Buffet & premium dining,3.8326454,-2.325304,1.0,1
JHOL Coastal Indian Cuisine,2,Buffet & premium dining,2.1831815,2.9503527,1.0,1
JP French,2,Buffet & premium dining,6.9740744,5.1939826,1.0,1
JPteres at Grand Hyatt Kuala Lumpur,2,Buffet & premium dining,1.9619604,3.0797832,1.0,1
JUBANG Premium Aged BBQ Bangna,2,Buffet & premium dining,6.446849,-5.180882,1.0,1
JUMBO Seafood Iconsiam,2,Buffet & premium dining,4.9591684,3.2448096,1.0,1
JUMBO Seafood Siam Paragon,2,Buffet & premium dining,4.7554097,3.1864529,1.0,1
JW Café at JW Marriott Hotel Bangkok,2,Buffet & premium dining,4.7976313,3.2463398,1.0,1
Jaan Joor (Chiang Mai),2,Buffet & premium dining,4.2801604,-0.57346606,1.0,1
Jackson,2,Buffet & premium dining,1.6992987,0.79051316,1.0,1
Jacob Barn,2,Buffet & premium dining,1.4424549,3.1186335,1.0,1
Jade At The Fullerton Hotel Singapore,2,Buffet & premium dining,4.951799,1.8827782,1.0,1
Jade Garden Pinklao,2,Buffet & premium dining,6.0897145,2.940863,1.0,1
Jae Keang Banthat Thong,2,Buffet & premium dining,4.697464,-0.48125476,1.0,1
Jaekoy Isaan Seafood Kingpetch Phetchaburi 10,2,Buffet & premium dining,3.6494758,-0.74097776,1.0,1
Jakkrawad Chill Restrobar,2,Buffet & premium dining,1.3359116,-1.1998565,1.0,1
Jao By KRUA JIANG MAI,2,Buffet & premium dining,1.9624417,0.90599906,1.0,1
Jao Samut Seafood Buffet (Pattaya),2,Buffet & premium dining,3.6301017,-0.28342605,1.0,1
Jarn Nee Plaum Pasta & Bistro,2,Buffet & premium dining,2.7744815,-1.9171185,1.0,1
Jaspe At Wyndham Singapore Hotel,2,Buffet & premium dining,5.750944,2.5899513,1.0,1
Je Khai Seafood,2,Buffet & premium dining,4.603384,3.5102746,1.0,1
Jeawhonphrayalae,2,Buffet & premium dining,1.1623018,1.2311732,1.0,1
Jimmy BBQ & Grill Grand Palazzo Hotel (Pattaya),2,Buffet & premium dining,3.1583598,-0.6284396,1.0,1
Jobteeyum Ladprao,2,Buffet & premium dining,3.7683084,1.6392983,1.0,1
Jojo Soba,2,Buffet & premium dining,4.966242,1.4313067,1.0,1
Jok Jab Sen Banthat Thong,2,Buffet & premium dining,5.4465528,1.3120053,1.0,1
JuadJaad Ratchaphruek,2,Buffet & premium dining,3.4591606,0.83075696,1.0,1
Jumbo Lobster Riverside Bangkok,2,Buffet & premium dining,6.2006207,1.9117756,1.0,1
KBBQ Lad Phrao,2,Buffet & premium dining,6.810641,-2.8868368,1.0,1
KBBQ Nawamin,2,Buffet & premium dining,6.6555142,-4.962401,1.0,1
KBBQ Rangsit,2,Buffet & premium dining,7.1660776,-3.0164602,1.0,1
KBBQ Sukhumvit,2,Buffet & premium dining,4.4387474,0.5067737,1.0,1
KBBQ The Street Ratchada,2,Buffet & premium dining,6.9989796,-4.377813,1.0,1
KHAAN Bangkok,2,Buffet & premium dining,2.248015,3.360766,1.0,1
KHAO PIYO Bangkok - Indian Multi Cuisines,2,Buffet & premium dining,2.9784636,-1.2237512,1.0,1
KIN Steak,2,Buffet & premium dining,1.0962094,1.9502406,1.0,1
KORATA Siam Square,2,Buffet & premium dining,5.4769077,2.9196455,1.0,1
Kaen,2,Buffet & premium dining,2.353004,0.63251936,1.0,1
Kaenkrung,2,Buffet & premium dining,4.2567463,2.511973,1.0,1
Kagonoya Mercury Ville,2,Buffet & premium dining,5.9616995,0.18403505,1.0,1
Kagonoya Siam Discovery,2,Buffet & premium dining,6.086573,0.32881308,1.0,1
Kai Maeng-da Ta-lay Phao,2,Buffet & premium dining,2.877496,3.5079918,1.0,1
Kai Yang Samanong Phattanakan 53,2,Buffet & premium dining,4.1727366,0.79325503,1.0,1
Kaikatok Wutthakat,2,Buffet & premium dining,7.2706823,-4.8795824,1.0,1
Kaiwa,2,Buffet & premium dining,7.6475716,-4.3292365,1.0,1
Kam's Roast Central World,2,Buffet & premium dining,6.262085,4.359054,1.0,1
Kam's Roast ICONSIAM,2,Buffet & premium dining,5.5281057,4.2813606,1.0,1
Kam's Roast Mega Bangna,2,Buffet & premium dining,8.274439,5.158688,1.0,1
Kang Ban Phe (Rayong),2,Buffet & premium dining,5.393427,3.0482483,1.0,1
Kanomjeenyoksod,2,Buffet & premium dining,4.5527806,-2.0215065,1.0,1
Kapi (Surat Thani),2,Buffet & premium dining,4.683515,2.061521,1.0,1
Kapitan Bar & Restaurant,2,Buffet & premium dining,1.4348725,-0.11999017,1.0,1
Karayama Cosmo Bazaar,2,Buffet & premium dining,4.8787436,-1.6719443,1.0,1
Kato Omakase,2,Buffet & premium dining,3.1612434,2.272822,1.0,1
Katsuya Cosmo Bazaar,2,Buffet & premium dining,5.1695566,0.06931747,1.0,1
Kazama,2,Buffet & premium dining,3.1857867,-2.3483078,1.0,1
Kem-Kon (Pahurat),2,Buffet & premium dining,2.628203,-0.68891174,1.0,1
Kenny’s BKK Sukhumvit 31,2,Buffet & premium dining,-1.3728912,3.9941218,1.0,1
Khanom Jeen Phuket Baan A-Ma,2,Buffet & premium dining,2.5655532,-1.5880241,1.0,1
Khao Ekkamai,2,Buffet & premium dining,4.037943,1.7820406,1.0,1
Khao Jaan-Prod CentralWorld,2,Buffet & premium dining,3.2530093,1.6122508,1.0,1
Khaodongmoodaeng Siriraj Wang Lang,2,Buffet & premium dining,3.9530256,-0.43789643,1.0,1
Khrua Baan Suan,2,Buffet & premium dining,2.927214,1.4707069,1.0,1
Khun Rose Cuisine (Pattaya),2,Buffet & premium dining,-1.3835558,4.1516423,1.0,1
Khun Toom Kitchen Saimai Avenue,2,Buffet & premium dining,5.996429,0.34777185,1.0,1
Kichi Omakase,2,Buffet & premium dining,9.402478,1.9257478,1.0,1
Kiew Kai Ka Nak Niwat (Bangkok),2,Buffet & premium dining,2.447859,-0.86411965,1.0,1
Kin Chan Si Grilled FISH & ISAAN Thai Food,2,Buffet & premium dining,5.1330733,2.2142375,1.0,1
Kindee Bistro (Phuket),2,Buffet & premium dining,-0.4344224,3.1361058,1.0,1
Kindee Cafe,2,Buffet & premium dining,6.293309,1.3127103,1.0,1
King Seafood (Pattaya),2,Buffet & premium dining,1.688848,-0.6019707,1.0,1
Kingston Lounge at Aira Hotel Bangkok,2,Buffet & premium dining,3.7597966,-0.1060885,1.0,1
Kinnaree Restaurant Sukhumvit 8,2,Buffet & premium dining,6.046984,-3.8578877,1.0,1
Kinsaru,2,Buffet & premium dining,3.153431,-1.327031,1.0,1
Kintub Thai Mookata,2,Buffet & premium dining,1.7213768,-0.111774296,1.0,1
Kitchen Yu Pin,2,Buffet & premium dining,5.8791137,1.2205083,1.0,1
Knock Knock Cafe & Bar,2,Buffet & premium dining,1.6498462,-2.413854,1.0,1
KongJu Grill & Shabu Lotus's Rangsit Klong 4,2,Buffet & premium dining,5.332497,1.1139172,1.0,1
Kongju Restaurant at Pathumwan Princess Hotel,2,Buffet & premium dining,6.180888,-3.467761,1.0,1
Konlamoh,2,Buffet & premium dining,3.881554,2.3802454,1.0,1
Koong Tung Seafood At Banthat Thong Road,2,Buffet & premium dining,4.5727606,2.1249697,1.0,1
Koong Tung Seafood At Ram Intra Expressway Market,2,Buffet & premium dining,3.274622,0.8419449,1.0,1
Koong Tung Seafood At Srinakarin Train Market (Entrance Zone),2,Buffet & premium dining,4.247687,2.2328658,1.0,1
Koong Tung Seafood At Srinakarin Train Market (Main Square),2,Buffet & premium dining,4.3868284,2.296281,1.0,1
Korat BaanAng Khaoyai,2,Buffet & premium dining,4.042689,-1.9499434,1.0,1
Korea House Gold - The Fourth,2,Buffet & premium dining,7.5233526,-4.8648725,1.0,1
Krua Ban Pa Boon 3 (Sriracha),2,Buffet & premium dining,1.4285086,-1.7950827,1.0,1
Krua Ban Pa Boon 5 (Pattaya),2,Buffet & premium dining,2.204115,-1.4196411,1.0,1
Krua Ban Pa Boon 6 (Rayong),2,Buffet & premium dining,3.777272,-2.2187204,1.0,1
Krua Khun Ein Rama 3,2,Buffet & premium dining,4.37239,1.8784873,1.0,1
Krua Khun Ein Ratchada 32,2,Buffet & premium dining,3.648895,-0.504141,1.0,1
Krua Klang Bueng – Yo Yak Khiew Yai Mookrata,2,Buffet & premium dining,4.059061,-1.5818115,1.0,1
Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn,2,Buffet & premium dining,3.8689525,-0.5179238,1.0,1
Krua Pa Ya,2,Buffet & premium dining,4.7204723,-0.9466826,1.0,1
Krua Piam Ros,2,Buffet & premium dining,1.7516233,1.4365481,1.0,1
Krua Prik Nam Pla,2,Buffet & premium dining,4.6562366,2.4025128,1.0,1
Krua Rim Wang (Samut Sakhon),2,Buffet & premium dining,4.564276,-0.24804713,1.0,1
Krua Suan View Pla Mae Num,2,Buffet & premium dining,1.8840117,-1.9362019,1.0,1
Krua Talad Yai by Courtyard Marriott (Phuket),2,Buffet & premium dining,-0.42431352,-2.2096198,1.0,1
Kruajiangmai Thonglor,2,Buffet & premium dining,2.1518028,0.7646519,1.0,1
Kuma no Yakitori,2,Buffet & premium dining,9.401411,2.0430715,1.0,1
Kumpoy,2,Buffet & premium dining,3.3661785,-0.30584875,1.0,1
Kunlin Restaurant (Ranong),2,Buffet & premium dining,3.9014485,0.15126397,1.0,1
Kunshine Hotpot Huai Khwang,2,Buffet & premium dining,0.7647351,-0.31473535,1.0,1
