restaurant name,cluster,theme,x,y,cluster_confidence,review_count
Sexy Cow Prime Steak,2,Buffet & premium dining,0.19260156,3.0395074,1.0,1
Shabeebee House,2,Buffet & premium dining,0.24853231,3.9393845,1.0,1
Shabu King,2,Buffet & premium dining,2.508744,1.1800189,1.0,1
Shabu Shabu Nangnai – Ramintra 5,2,Buffet & premium dining,4.838867,-0.9821095,1.0,1
Shabuku Lam Luk Ka,2,Buffet & premium dining,5.3141894,0.83726543,1.0,1
Shabushi Central Ramindra,2,Buffet & premium dining,5.5053115,1.5795449,1.0,1
Shabushi Future Park Rangsit Floor B,2,Buffet & premium dining,7.936735,1.428129,1.0,1
Shabushi The Mall Bangkae,2,Buffet & premium dining,6.1501937,0.49571782,1.0,1
Shakariki432 Riabduan Ekkamai-Ramintra,2,Buffet & premium dining,6.6627994,1.398645,1.0,1
Shining Taste,2,Buffet & premium dining,4.0654645,0.15020804,1.0,1
ShoSha,2,Buffet & premium dining,2.346384,2.3620627,1.0,1
Show Nuea,2,Buffet & premium dining,0.9399955,0.53700197,1.0,1
Shui Xin Chinese Restaurant Novotel Bangkok Bangna,2,Buffet & premium dining,6.7283936,4.3335714,1.0,1
Siam India Asiatique the Riverfront,2,Buffet & premium dining,2.3943212,0.29321185,1.0,1
Siam77 Vintage Home & Restaurant,2,Buffet & premium dining,4.4743323,0.3832275,1.0,1
Sichuan Restuarant Silom,2,Buffet & premium dining,5.467516,1.7271574,1.0,1
Sindosegi Mega Bangna,2,Buffet & premium dining,7.016447,0.47991353,1.0,1
Sindosegi Ratchapruek,2,Buffet & premium dining,7.1537385,2.1885998,1.0,1
Sindosegi Siam Square,2,Buffet & premium dining,6.3649445,-4.0954843,1.0,1
Sip Wine Shop and Bistro,2,Buffet & premium dining,-0.32244098,2.3017583,1.0,1
Siri Amatara Welleisure Resort (Phuket),2,Buffet & premium dining,4.41453,0.52579534,1.0,1
Siri Nhemneaung,2,Buffet & premium dining,2.3169117,-2.0540621,1.0,1
Skyline at Avani+ Riverside Bangkok Hotel,2,Buffet & premium dining,0.6424476,1.5143586,1.0,1
Sliding Doors,2,Buffet & premium dining,0.13874742,-1.0651964,1.0,1
Sloth Sukiyaki Central Rama 2,2,Buffet & premium dining,5.6899867,0.020159207,1.0,1
So Asean Cafe & Restaurant - FYI Center,2,Buffet & premium dining,1.6268365,-1.7557955,1.0,1
So Asean Cafe & Restaurant - Samyan Mitrtown,2,Buffet & premium dining,3.1900048,-2.3607774,1.0,1
So Asean Cafe & Restaurant - The Street Ratchada,2,Buffet & premium dining,4.8127685,1.8697468,1.0,1
So asean Cafe & Restaurant - CW Tower,2,Buffet & premium dining,3.0039082,1.0877908,1.0,1
SoiSeoul RuamChok (Chiang Mai),2,Buffet & premium dining,6.1393137,-4.7837834,1.0,1
Sola Luna Rooftop at Grande Centre Point Space (Pattaya),2,Buffet & premium dining,-0.6057615,0.66238284,1.0,1
Soleh Esan Fusion,2,Buffet & premium dining,3.2939966,-0.5666095,1.0,1
Sompohnpak Isaan So Good,2,Buffet & premium dining,4.8048425,1.2067407,1.0,1
Somsak,2,Buffet & premium dining,0.71913624,1.3189437,1.0,1
Somtum Der Tha Tien,2,Buffet & premium dining,2.6706772,2.4927685,1.0,1
Somtum Villa (Pattaya),2,Buffet & premium dining,5.3553343,1.774221,1.0,1
Sonkram Huahin,2,Buffet & premium dining,4.3523273,-0.65459603,1.0,1
Sook Samraan - Cafe Mookrata,2,Buffet & premium dining,3.3148077,-1.907515,1.0,1
Sook Zaap 56 Asiatique,2,Buffet & premium dining,3.8836827,2.1066597,1.0,1
Sopa,2,Buffet & premium dining,5.2335377,-0.010506549,1.0,1
Sorsi & Morsi,2,Buffet & premium dining,0.72562885,5.2804627,1.0,1
SoulBrew Café & Bistro,2,Buffet & premium dining,1.1127224,-0.08307685,1.0,1
Spaghetti - Italian Food,2,Buffet & premium dining,0.30849263,5.1781373,1.0,1
Spoon cafe Jungceylon (Phuket),2,Buffet & premium dining,0.80246484,2.74669,1.0,1
Sra Bua by Kiin Kiin at Siam Kempinski Hotel Bangkok,2,Buffet & premium dining,2.503132,2.9713202,1.0,1
Sram Sai Mai,2,Buffet & premium dining,2.8804374,1.6041158,1.0,1
Sri Kamin Soi Chulalonkorn 5,2,Buffet & premium dining,4.1508884,-0.9654362,1.0,1
Stark Food,2,Buffet & premium dining,3.2262735,0.07819206,1.0,1
Steak 700 Rais (Sattahip),2,Buffet & premium dining,1.0968547,-1.5776144,1.0,1
Stella Palace 79th floor at Baiyoke Sky Hotel 79th floor,2,Buffet & premium dining,5.700254,4.077407,1.0,1
Stirling Steaks Capitol,2,Buffet & premium dining,0.65130925,2.9735835,1.0,1
StrackYum Central Khon Kaen,2,Buffet & premium dining,7.1292253,0.65613014,1.0,1
StrackYum Central Rama 9,2,Buffet & premium dining,4.071158,0.3455212,1.0,1
StrackYum Central Westgate,2,Buffet & premium dining,5.8787193,0.68016344,1.0,1
StrackYum New Phran Nok,2,Buffet & premium dining,2.0842118,2.0042937,1.0,1
Suan Bua Centara Grand Ladprao,2,Buffet & premium dining,3.0985403,2.7183385,1.0,1
Suan Paruj Thai Cuisine,2,Buffet & premium dining,3.8278894,-1.8101809,1.0,1
Sui Sian Restaurant The Landmark Bangkok Hotel,2,Buffet & premium dining,6.604945,5.728682,1.0,1
Suki Danang Bangyai,2,Buffet & premium dining,3.835433,-1.3531057,1.0,1
Suki Mungon Union Mall,2,Buffet & premium dining,6.141842,1.8955225,1.0,1
Suki Nangphaya Seacon Bangkae,2,Buffet & premium dining,6.8498855,2.021686,1.0,1
Sukjai by Pata Obasan (Chiang Mai),2,Buffet & premium dining,1.950162,0.0506095,1.0,1
Sunyo Izakaya,2,Buffet & premium dining,1.8359114,-1.8346086,1.0,1
Suparos Thai - Italian Restaurant,2,Buffet & premium dining,2.351373,-0.66829044,1.0,1
Supatra River House,2,Buffet & premium dining,0.21242788,-2.0520632,1.0,1
Super Thai by Soi Aroy Upper Aljunied Rd,2,Buffet & premium dining,3.4423573,-1.4002005,1.0,1
Super Thai by Soi Aroy l Pasir Panjang,2,Buffet & premium dining,2.3318367,0.80716467,1.0,1
Sushi Hiro Shabu Buffet Central Rama 2,2,Buffet & premium dining,7.756096,1.7335438,1.0,1
Sweet Pista Ekkamai,2,Buffet & premium dining,3.8718336,0.40997556,1.0,1
Swiss Corner Bangkok,2,Buffet & premium dining,5.01494,-1.5684348,1.0,1
T and T Restaurant,2,Buffet & premium dining,7.5891895,5.078698,1.0,1
TAK TUANG,2,Buffet & premium dining,4.5683684,0.5451596,1.0,1
TANG TOA DAENG,2,Buffet & premium dining,4.4153333,0.45234555,1.0,1
THE LOBBY at InterContinental Bangkok Sukhumvit,2,Buffet & premium dining,1.7770604,5.1760435,1.0,1
THIRST at OZO North Pattaya,2,Buffet & premium dining,4.306661,2.209972,1.0,1
TORA Yakiniku x Café The City Connect,2,Buffet & premium dining,5.3437605,1.76415,1.0,1
TUM PAK PERT (Phra Ram 9),2,Buffet & premium dining,2.9897373,0.21693744,1.0,1
TaTonYon NorthernFood,2,Buffet & premium dining,4.1262016,1.2272704,1.0,1
Takieng at Renaissance Resort & Spa (Phuket),2,Buffet & premium dining,0.89956284,1.6103452,1.0,1
Takumi at Jubilee Prestige Hotel Ratchadapisek,2,Buffet & premium dining,5.8646593,1.4911137,1.0,1
Taliew Imperial Samrong,2,Buffet & premium dining,4.844413,-0.7770156,1.0,1
Taliew Lotus's Rangsit,2,Buffet & premium dining,4.649571,-3.4782336,1.0,1
Taliew Lotus's Sukhaphiban 3,2,Buffet & premium dining,4.8835063,0.7962116,1.0,1
Taliew Lotus’s Rama 4,2,Buffet & premium dining,1.9059423,0.48150426,1.0,1
Taliew MBK Center,2,Buffet & premium dining,4.732682,0.90861595,1.0,1
Tam Zab 195,2,Buffet & premium dining,3.4689667,-0.15888833,1.0,1
Tandoori Junction,2,Buffet & premium dining,1.1851711,-1.5037065,1.0,1
Tarn Ayutthaya (Ayutthaya),2,Buffet & premium dining,1.3965806,2.4793813,1.0,1
Taste and Toast,2,Buffet & premium dining,2.253183,-1.6483617,1.0,1
Taurus Lake-taurant & Cafe Ramkhamhaeng 110,2,Buffet & premium dining,1.1650234,-2.267671,1.0,1
Tea Factory and More,2,Buffet & premium dining,1.1612825,4.908553,1.0,1
Tempered One Bangkok,2,Buffet & premium dining,3.5118303,3.1044645,1.0,1
Tensai Buffet at The Paseo Kanchanaphisek,2,Buffet & premium dining,6.674828,1.2058192,1.0,1
Teraoka Gyoza Central Ladprao,2,Buffet & premium dining,5.409162,-2.7347102,1.0,1
Teraoka Gyoza Emsphere,2,Buffet & premium dining,3.0609581,0.97978914,1.0,1
Teraoka Gyoza Siam Paragon,2,Buffet & premium dining,3.4595323,-3.2547348,1.0,1
Terra Nova The Crystal,2,Buffet & premium dining,0.17374936,5.4393654,1.0,1
Terre Grounding Eatery (Phuket),2,Buffet & premium dining,2.861033,-1.5019734,1.0,1
Tha Siam Authentic Thai Kitchen(Orchard Plaza),2,Buffet & premium dining,4.0452175,1.7530866,1.0,1
Tha Siam Mookata,2,Buffet & premium dining,3.59223,0.68632275,1.0,1
Thaan Fai Restaurant Rama 9,2,Buffet & premium dining,1.0906401,1.7658577,1.0,1
Thachang At Bugis Junction,2,Buffet & premium dining,3.8621337,1.7074424,1.0,1
Thachang At Telok Ayer,2,Buffet & premium dining,4.7500777,1.3895634,1.0,1
ThailaoS Bar Grill,2,Buffet & premium dining,2.4186995,0.26930112,1.0,1
Tham-Me Bantadthong,2,Buffet & premium dining,3.3490052,-0.106528535,1.0,1
Tham-Me Sammakorn,2,Buffet & premium dining,2.2181792,0.025919601,1.0,1
Than Rice Bowl & Coffee Komfort Place Ratchayothin,2,Buffet & premium dining,1.8065524,-5.7459908,1.0,1
Thara Thong Royal Orchid Sheraton,2,Buffet & premium dining,0.4591631,0.42286798,1.0,1
Thaveechai Pochana Kallapaphruek,2,Buffet & premium dining,5.770456,0.04012242,1.0,1
Thaveechai Pochana Rama 3,2,Buffet & premium dining,7.4990697,4.769809,1.0,1
Thaveechai Pochana Suan Mali,2,Buffet & premium dining,7.270522,4.0647955,1.0,1
The Beach Phuket,2,Buffet & premium dining,-0.08548778,2.3250964,1.0,1
The Beef Master MBK Center,2,Buffet & premium dining,0.62522185,3.4916344,1.0,1
The Beef Master Nana,2,Buffet & premium dining,1.4159299,3.316601,1.0,1
The Berkeley Dining Room,2,Buffet & premium dining,4.8241754,2.379575,1.0,1
The Best Veggie Khaoyai,2,Buffet & premium dining,4.143417,-1.2317446,1.0,1
The Brasserie l Holiday Inn Bangkok Silom,2,Buffet & premium dining,5.911938,1.519314,1.0,1
The Brasserie l Holiday Inn Rayong,2,Buffet & premium dining,2.69655,-0.4899483,1.0,1
The Bre-Eze Restaurant at Fair House Villas & Spa (Samui),2,Buffet & premium dining,1.3685243,1.6325481,1.0,1
The Bull (Pattaya),2,Buffet & premium dining,0.59916645,2.5428045,1.0,1
The Cafe Mookata Ari,2,Buffet & premium dining,1.9059863,0.42144462,1.0,1
The Chocolate Factory Pattanakarn,2,Buffet & premium dining,4.1998386,-0.26586768,1.0,1
The Coffee Club Kokotel Hotel (Krabi),2,Buffet & premium dining,2.7763126,-2.1155825,1.0,1
The Coffee Club Samyan Mitrtown,2,Buffet & premium dining,2.2151558,-1.2816147,1.0,1
The Coral Premium Lounge Suvarnabhumi (Domestic),2,Buffet & premium dining,1.1798496,-0.75544333,1.0,1
The Courtyard At Pavilion Hotel Kuala Lumpur,2,Buffet & premium dining,4.613187,3.0124822,1.0,1
The Dining Room at Grand Hyatt Erawan,2,Buffet & premium dining,4.2730217,3.395074,1.0,1
The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,2,Buffet & premium dining,5.770572,2.646021,1.0,1
The Emerald Coffee Shop  | The Emerald Hotel,2,Buffet & premium dining,5.506155,3.4868438,1.0,1
The Emperor Montien Riverside Hotel,2,Buffet & premium dining,7.7129807,5.342027,1.0,1
The Empress at Royal Princess Larn Luang Hotel,2,Buffet & premium dining,8.031819,4.5959096,1.0,1
The Factory Corner,2,Buffet & premium dining,0.5977086,-1.844695,1.0,1
The Farmer and The Fisherman (Phuket),2,Buffet & premium dining,3.3460236,-0.9367332,1.0,1
The Garden at Grande Central Point Prestige Bangkok,2,Buffet & premium dining,5.65049,2.4993978,1.0,1
The Governor Bangkok At Hilton Bangkok Grande Asoke,2,Buffet & premium dining,1.5096608,-0.25757942,1.0,1
The Grill House Rooftop (Khaoyai),2,Buffet & premium dining,0.6539636,2.1131654,1.0,1
The Grille & Picolo Eatery,2,Buffet & premium dining,4.01179,-1.9444904,1.0,1
The House by Hongkong House,2,Buffet & premium dining,7.5561857,5.51809,1.0,1
The House of Smooth Curry - The Athenee Hotel,2,Buffet & premium dining,-1.8914224,-1.0651742,1.0,1
The Hungry Duck Central Embassy,2,Buffet & premium dining,5.0324655,0.3680032,1.0,1
The Karaked Siam Square One,2,Buffet & premium dining,3.2928448,-2.301143,1.0,1
The Karaked Sukhumvit 36,2,Buffet & premium dining,3.7779834,-2.0172713,1.0,1
The Kitchen Table (Buffet) at W Bangkok Hotel,2,Buffet & premium dining,4.449019,2.837818,1.0,1
The Kites Eatery at INNSiDE by Meliá Bangkok Sukhumvit,2,Buffet & premium dining,4.7234273,0.8253291,1.0,1
The Local Restaurant Don Mueang - Rangsit,2,Buffet & premium dining,-1.0860949,-3.91743,1.0,1
The Market Restaurant at Mercure Bangkok Sukhumvit 24,2,Buffet & premium dining,5.0326324,-0.60543203,1.0,1
The Mayflower Restaurant at Dusit Princess Srinakarin,2,Buffet & premium dining,6.7804027,4.192958,1.0,1
The Mulberry Chinese Cuisine The Berkeley Hotel,2,Buffet & premium dining,6.4216456,4.8473053,1.0,1
The Oasis at Hotel Nikko Bangkok,2,Buffet & premium dining,4.6514015,1.0670073,1.0,1
The Oyster Bay 101 True Digital Park,2,Buffet & premium dining,6.4719834,2.973798,1.0,1
The Pablo Bangkok,2,Buffet & premium dining,2.8606358,-0.9297381,1.0,1
The Pasta Apartment Silom,2,Buffet & premium dining,7.4970174,2.123916,1.0,1
The Pinnacle Haus,2,Buffet & premium dining,4.163493,3.2287178,1.0,1
The Planet Cruise,2,Buffet & premium dining,1.6044164,1.7021629,1.0,1
The Quad @ Landmark Bangkok Hotel,2,Buffet & premium dining,-0.5887573,3.5001035,1.0,1
The Raweekanlaya Dining by The Raweekanlaya Bangkok Wellness Cuisine Resort,2,Buffet & premium dining,1.59457,-1.2888044,1.0,1
The Seafood Market by House of White Bee Hoon,2,Buffet & premium dining,4.70098,3.112238,1.0,1
The Second BKK,2,Buffet & premium dining,2.7896469,0.32933715,1.0,1
The Silk Road - The Athenee Hotel,2,Buffet & premium dining,6.2241364,5.350739,1.0,1
The Square Novotel Bangkok Platinum Pratunam,2,Buffet & premium dining,4.473926,1.3514299,1.0,1
The Square at Novotel Bangkok Bangna,2,Buffet & premium dining,4.269992,-1.3738658,1.0,1
"The Standard Grill at The Standard, Bangkok Mahanakhon",2,Buffet & premium dining,2.9698985,3.3209224,1.0,1
The Station at Mercure Bangkok Makkasan,2,Buffet & premium dining,-0.3384272,-1.50662,1.0,1
"The Tram Restaurant, Bar & Wine Cellar (Pattaya)",2,Buffet & premium dining,3.0415504,1.564157,1.0,1
The White House,2,Buffet & premium dining,1.4039347,0.13756903,1.0,1
The White Tiffin (Changi City Point),2,Buffet & premium dining,0.96474355,-1.1215585,1.0,1
The White Tiffin (Woods Square Mall),2,Buffet & premium dining,1.8812841,-0.6870649,1.0,1
The' Tea House FN Outlet (Hua Hin),2,Buffet & premium dining,1.2757962,5.0149283,1.0,1
Thien Duong at Baan Dusit Thani,2,Buffet & premium dining,3.8994744,-0.6140981,1.0,1
Thirteen BBQ Bar 十三烤吧,2,Buffet & premium dining,6.7378955,5.696072,1.0,1
Thong Dang Southern Thai Cuisine,2,Buffet & premium dining,3.6053607,2.375313,1.0,1
Thong Kee Restaurant,2,Buffet & premium dining,5.8683934,4.9057307,1.0,1
Thong Nua Kao Premium Thai BBQ Crystal Design Center,2,Buffet & premium dining,5.0474195,1.7080551,1.0,1
Tibet Gate,2,Buffet & premium dining,2.8564405,1.7062397,1.0,1
Tiger Gyu Moo-krata,2,Buffet & premium dining,2.4910688,-2.211378,1.0,1
Tiger Hotpot,2,Buffet & premium dining,4.796753,-1.4857786,1.0,1
Time's Dining Gateway At Bang Sue,2,Buffet & premium dining,6.3554873,-0.3110224,1.0,1
Ting Tai Fu,2,Buffet & premium dining,7.8911524,4.424334,1.0,1
Tom Paa,2,Buffet & premium dining,4.867192,3.0707335,1.0,1
Tong Tong Haan Kanlapaphruek,2,Buffet & premium dining,6.601339,-4.284059,1.0,1
Tong Tong Haan Thanon Chan,2,Buffet & premium dining,7.038862,-3.435054,1.0,1
Tongnorth Express Sai Mai,2,Buffet & premium dining,4.541608,0.87483764,1.0,1
Toni Toni-Eat Drink Workshop,2,Buffet & premium dining,2.731311,-0.957149,1.0,1
Tops EATERY Central Chidlom,2,Buffet & premium dining,4.0488114,0.9007791,1.0,1
Tops EATERY Central Ladprao,2,Buffet & premium dining,5.758495,2.2108998,1.0,1
Tops EATERY Central Patong (Phuket),2,Buffet & premium dining,5.3826075,-0.77221096,1.0,1
Tops EATERY CentralWorld,2,Buffet & premium dining,5.1507306,0.30854407,1.0,1
Tops EATERY Porto de Phuket,2,Buffet & premium dining,2.0031214,0.77592224,1.0,1
Tops EATERY Rama 2,2,Buffet & premium dining,5.177541,-0.70673597,1.0,1
Totonoi Sauna & Onsen整,2,Buffet & premium dining,2.0470273,0.758743,1.0,1
Trader Vic's at Anantara Riverside Bangkok Resort,2,Buffet & premium dining,0.8377188,0.08730379,1.0,1
Treehouse Health Bar,2,Buffet & premium dining,2.2901287,-0.73330593,1.0,1
Tuengnua Tuengtua Sathon,2,Buffet & premium dining,6.164924,0.96933186,1.0,1
Tukabkhao by Jerajaras Bangkok Kreetha,2,Buffet & premium dining,4.836059,1.5894179,1.0,1
Tukabkhao by Jerajaras Don Mueang,2,Buffet & premium dining,2.0501611,0.5614591,1.0,1
Tum 20 Donmueang,2,Buffet & premium dining,1.6070253,-1.5968134,1.0,1
Tum 20 Ratchada-Sutthisan,2,Buffet & premium dining,6.4020114,1.0486692,1.0,1
Tum 20 Saimai,2,Buffet & premium dining,4.0996656,1.4418489,1.0,1
Tum Surin,2,Buffet & premium dining,3.4386413,0.18613282,1.0,1
Tum-Pak-Pert Cafe’ & Restaurant,2,Buffet & premium dining,0.16989923,-1.3538451,1.0,1
Tunu Tarnar,2,Buffet & premium dining,-0.2974251,5.1117134,1.0,1
Twelve Flavours,2,Buffet & premium dining,2.4988925,3.7556221,1.0,1
UGO Ristorante Italiano,2,Buffet & premium dining,-0.65236914,5.433521,1.0,1
Umai Shabu Shabu Twin Town,2,Buffet & premium dining,4.5810413,-1.7612032,1.0,1
Uncle Leong Signatures (Fairprice Hub),2,Buffet & premium dining,6.826528,5.655164,1.0,1
Unicorn Cruise,2,Buffet & premium dining,3.246267,-1.7925123,1.0,1
VANIDA Bangkok,2,Buffet & premium dining,1.6732613,-0.35063127,1.0,1
VIVIN Asok,2,Buffet & premium dining,1.1980084,-2.1686704,1.0,1
VIVIN Sukhumvit 22,2,Buffet & premium dining,4.261418,-1.8589102,1.0,1
Va Presto,2,Buffet & premium dining,0.0504853,4.8447695,1.0,1
Vamps Cuisine,2,Buffet & premium dining,3.618599,-0.9238509,1.0,1
Vana Nava Water Jungle (Hua Hin),2,Buffet & premium dining,5.8662577,0.45220467,1.0,1
Vantage Point QSNCC,2,Buffet & premium dining,6.6406407,1.7778364,1.0,1
Vasco's At Hilton Kuala Lumpur,2,Buffet & premium dining,0.75228286,-2.0719733,1.0,1
Veganerie Grand Palace,2,Buffet & premium dining,1.4037803,-0.19232918,1.0,1
Veganerie Lasalle,2,Buffet & premium dining,1.6301489,0.5443621,1.0,1
Veganerie Nana,2,Buffet & premium dining,1.7612236,-0.9515058,1.0,1
Veganerie Ratchathewi,2,Buffet & premium dining,1.9939798,1.4242302,1.0,1
Veganerie Silom,2,Buffet & premium dining,1.812409,1.5747015,1.0,1
Vela - Low&Slow Cooked Phet Kasem,2,Buffet & premium dining,1.2463717,2.7358236,1.0,1
Vela - Low&Slow Cooked Phutthamonthon Sai 2,2,Buffet & premium dining,1.2256436,2.834343,1.0,1
Vela - Low&Slow Cooked Rattanathibet,2,Buffet & premium dining,2.6878753,2.6453996,1.0,1
Ventisi Restaurant Centara Grand at CentralWorld,2,Buffet & premium dining,2.1235826,1.0460763,1.0,1
Verde - Café & Restaurant,2,Buffet & premium dining,1.5490822,-0.25621843,1.0,1
Versailles Palace Jaransanitwong,2,Buffet & premium dining,6.5900645,2.3785458,1.0,1
Versailles Palace Nonthaburi,2,Buffet & premium dining,6.7923393,3.1413913,1.0,1
View Tiew Mai,2,Buffet & premium dining,4.6710114,0.9051101,1.0,1
Vincere La Pizza,2,Buffet & premium dining,-1.1701398,4.652731,1.0,1
Viu The St. Regis Bangkok,2,Buffet & premium dining,0.3986603,-4.340068,1.0,1
Viva Alangka Cruise,2,Buffet & premium dining,2.8977494,0.107150994,1.0,1
W Omakase Pradit Manutham,2,Buffet & premium dining,8.334004,2.1295187,1.0,1
WINESTONE Mercure on Steven SG,2,Buffet & premium dining,1.5406494,2.3186357,1.0,1
Wagyu Kurabu Premium Yakiniku,2,Buffet & premium dining,2.6597562,-0.91627187,1.0,1
Wagyusun Sukhumvit 22,2,Buffet & premium dining,0.438859,2.19292,1.0,1
Wahn Jeab,2,Buffet & premium dining,1.1592379,-1.9489945,1.0,1
Wangluang,2,Buffet & premium dining,3.5290537,-1.2364211,1.0,1
Wanwaan.BKK,2,Buffet & premium dining,6.9990115,-5.128143,1.0,1
Waves & Wind Grande Centre Point (Pattaya),2,Buffet & premium dining,2.8531272,1.1451726,1.0,1
Weaver Experience Dining at SILQ Hotel & Residence,2,Buffet & premium dining,1.2034569,-0.77903867,1.0,1
West Coast Thailand,2,Buffet & premium dining,1.835042,-1.6369898,1.0,1
Whale Klang Krung by Na Klongwan,2,Buffet & premium dining,4.555052,1.6205906,1.0,1
White House Cafe & Restaurant,2,Buffet & premium dining,1.150583,0.13294151,1.0,1
White Lotus Restaurant and Rooftop at Hilton Resort & Spa (Hua Hin),2,Buffet & premium dining,7.3236384,4.8585052,1.0,1
Whole Gain Changmoi (Chiangmai),2,Buffet & premium dining,3.8296402,0.8243417,1.0,1
Whole Gain Old Town (Chiangmai),2,Buffet & premium dining,2.4852061,-0.5081163,1.0,1
Wine DE' Suu,2,Buffet & premium dining,4.3951893,0.5125549,1.0,1
Wine I Love You Asiatique The Riverfront,2,Buffet & premium dining,1.0549546,3.4520078,1.0,1
Winner House Vietnamese Cuisine,2,Buffet & premium dining,4.548946,1.9726106,1.0,1
Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),2,Buffet & premium dining,2.8568978,0.38485926,1.0,1
Wonderful Pearl Cruise,2,Buffet & premium dining,1.5459177,-0.9633101,1.0,1
Xi An Yiam  Banthat Thong,2,Buffet & premium dining,2.4255016,2.3419871,1.0,1
Xi An Yiam New Petchaburi,2,Buffet & premium dining,7.4954195,2.2464995,1.0,1
Xiao Fuwang Hotpot (Central Westville),2,Buffet & premium dining,6.3987284,1.8995458,1.0,1
Xiao Fuwang Hotpot (One Bangkok),2,Buffet & premium dining,4.8229036,-1.1128012,1.0,1
YTSB SUSHIBAR - VIE Hotel Bangkok,2,Buffet & premium dining,9.059598,1.1192447,1.0,1
Yakiniku Marukyu Ito 焼肉丸久伊藤,2,Buffet & premium dining,5.788872,0.18330325,1.0,1
Yang Gao Gorn,2,Buffet & premium dining,2.9016075,2.1864135,1.0,1
Yanghin Seuton Geulil Rama 4,2,Buffet & premium dining,7.661062,0.9522087,1.0,1
Ye Lai Xiang 夜来香 Huai Khwang,2,Buffet & premium dining,7.67859,4.1184783,1.0,1
Ye Lai Xiang 夜来香 Mrt Huai Khwang,2,Buffet & premium dining,6.9185276,5.3049154,1.0,1
Ye Lai Xiang 夜来香 Ratchada Soi 13,2,Buffet & premium dining,7.202353,5.1526895,1.0,1
Ye Lai Xiang 夜来香 Rca,2,Buffet & premium dining,6.8134356,4.936455,1.0,1
Ye Lai Xiang 夜来香 Rca 2,2,Buffet & premium dining,7.1072106,4.798602,1.0,1
Yelo Osha,2,Buffet & premium dining,2.6905413,0.8172357,1.0,1
Yi Lu Lingxian Seafood Hotpot,2,Buffet & premium dining,4.8294806,-0.41280946,1.0,1
Yi Pin Xiang Bang Rak,2,Buffet & premium dining,7.8058715,4.4191837,1.0,1
Yokkrok Zabzone,2,Buffet & premium dining,3.4678493,0.7221483,1.0,1
You & I Restaurant and Bar at We Hotel Riverfront,2,Buffet & premium dining,6.5406213,1.5517734,1.0,1
You&I Premium Suki Buffet Central Eastville,2,Buffet & premium dining,5.4265103,0.5197736,1.0,1
You&I Premium Suki Buffet Central Phuket (Phuket),2,Buffet & premium dining,6.251333,2.3499067,1.0,1
You&I Premium Suki Buffet CentralWorld,2,Buffet & premium dining,5.4759593,0.6506161,1.0,1
You&I Premium Suki Buffet Marche Thonglor,2,Buffet & premium dining,3.4825504,0.078248344,1.0,1
You&I Premium Suki Buffet Passione Shopping Destination (Rayong),2,Buffet & premium dining,3.8920302,1.10713,1.0,1
You&I Premium Suki Buffet Samyan Mitrtown,2,Buffet & premium dining,6.3927536,1.1363406,1.0,1
You&I Premium Suki Buffet Terminal 21 Rama 3,2,Buffet & premium dining,6.1569996,1.9186463,1.0,1
You&I Premium Suki Buffet The EmQuartier,2,Buffet & premium dining,6.954264,1.0574353,1.0,1
You&I Premium Suki Buffet The Mall Ngamwongwan,2,Buffet & premium dining,7.2985806,1.5974956,1.0,1
You&I Premium Suki Buffet Zpell Future Park Rangsit,2,Buffet & premium dining,5.4501915,0.16108727,1.0,1
Yu Gu Xiang 遇故湘,2,Buffet & premium dining,6.5583563,4.511895,1.0,1
Yum&Tum K-Village,2,Buffet & premium dining,4.1249757,0.41507408,1.0,1
Yummhee Yummy,2,Buffet & premium dining,4.6292005,1.2065672,1.0,1
Yunnan (Chon buri),2,Buffet & premium dining,6.652722,4.0036683,1.0,1
Yunnan (Rayong),2,Buffet & premium dining,1.1934087,-1.93121,1.0,1
Yunnan Bangpoon,2,Buffet & premium dining,1.9098964,1.775324,1.0,1
Yunnan Renjia,2,Buffet & premium dining,8.245914,4.982115,1.0,1
Yuppies’ Yummies,2,Buffet & premium dining,4.2309537,-3.3660479,1.0,1
Zaap Classic Emquartier,2,Buffet & premium dining,5.2013717,1.7347212,1.0,1
Zaap Classic Lotus’s Sukhaphiban 3,2,Buffet & premium dining,4.203196,-1.2691123,1.0,1
Zaap Classic Phahon Yothin,2,Buffet & premium dining,3.3914285,-2.0678225,1.0,1
Zaap Classic Pridi Banomyong,2,Buffet & premium dining,7.171414,2.2810848,1.0,1
Zaap Classic Seacon Square Srinagarindra,2,Buffet & premium dining,7.135668,1.611718,1.0,1
Zaap Classic The Mall Bangkhae,2,Buffet & premium dining,5.0267353,1.070795,1.0,1
Zaap Classic The Mall Thapra,2,Buffet & premium dining,6.610242,1.5001179,1.0,1
Zab Siam,2,Buffet & premium dining,2.4435704,0.542148,1.0,1
Zaozen The Mall Lifestore Ngamwongwan,2,Buffet & premium dining,3.3091824,-1.8085505,1.0,1
Zeascape at Zenmaya Oceanfront (Phuket),2,Buffet & premium dining,0.92374027,-0.6570447,1.0,1
Zeta Café Holiday Inn Bangkok Sukhumvit 22,2,Buffet & premium dining,4.9125896,1.9815958,1.0,1
Zheng Huang Qi Dumpling King,2,Buffet & premium dining,5.9715137,3.9507718,1.0,1
